0.3639	 -0.2316	 -0.3351	 0.6524	 0.6297
-0.1875	 -0.1727	 0.1821	 0.6814	 0.8152
0.1642	 -0.3415	 -0.2157	 0.0112	 0.6583
0.2635	 0.0999	 -0.4517	 -0.6230	 -0.3988
-0.3112	 -1.2992	 0.0253	 0.5945	 0.3053
0.9921	 1.1033	 0.6605	 -0.6244	 -0.0679
0.5506	 0.8579	 0.9431	 1.3872	 -0.3826
-0.6134	 0.3413	 -0.0849	 0.1239	 0.0403
0.2992	 0.6268	 0.3132	 -0.4099	 0.0346
-0.0642	 -0.0181	 0.3610	 0.5535	 -0.0956
1.3924	 -0.1570	 -0.9441	 1.1565	 -0.2424
0.6896	 0.3475	 0.0088	 -0.1439	 0.3873
-0.1310	 1.0263	 0.8340	 0.5967	 -0.6745
0.8536	 -0.1166	 0.5822	 0.1070	 0.3706
0.7204	 0.1780	 -0.0556	 0.2237	 0.4838
-0.2529	 0.2055	 -1.1446	 -0.9806	 -0.2401
0.5898	 -0.2790	 -1.0987	 -0.0677	 -0.3616
1.0268	 -0.7295	 0.6167	 -1.0221	 0.4154
0.1320	 0.4497	 0.5541	 0.3025	 -0.7083
1.5905	 -0.3811	 -0.1103	 0.0898	 -0.5335
-0.2455	 -0.1235	 -0.1790	 0.5874	 1.7380
0.6526	 0.7150	 -0.1425	 0.4298	 -0.6590
0.9484	 0.9568	 0.3202	 0.4016	 1.2807
0.8417	 -1.0313	 -0.1349	 1.1590	 0.5293
0.0308	 -0.5392	 -0.7844	 0.5545	 0.2850
1.0139	 0.2308	 0.4693	 -0.1340	 0.4148
-0.5570	 -0.2530	 -0.5971	 0.1473	 1.1946
-0.1481	 -0.2838	 0.8849	 0.4802	 0.3912
0.1003	 -0.6016	 0.2053	 0.5726	 -1.2276
0.5868	 -0.8403	 -0.2704	 0.3314	 0.4114
1.2959	 0.7750	 0.0423	 -0.1229	 -0.4433
-0.3200	 0.0100	 -0.9403	 -0.1712	 0.8876
1.1749	 -0.2074	 1.6069	 0.8949	 -0.6781
