27	1	330	1.6	0.48	1	0.84	0.48	76433	76434	78446	88447	18.3	329.036	319.086	320	315	320	330	330	330	320	330
27	1	300	1.36	0.36	0.92	0.88	0.433	76433	88448	90459	100463	18.57	310.236	299.358	300	300	300	300	310	315	320	300
27	1	150	0.36	1.44	0.92	0.88	0.433	76433	100464	102475	112478	18.85	135	145.491	150	150	140	150	130	135	140	120
27	1	120	0.6	1.6	1	0.88	0.36	76433	112479	114513	124527	19.19	119.055	123.69	120	120	120	120	120	120	120	120
27	1	300	1.52	0.44	0.92	0.92	0.339	76433	124531	126566	136571	19.55	321.34	312.879	310	315	320	300	320	315	320	330
27	1	150	0.36	1.44	1	0.84	0.48	76433	136575	138585	148603	19.79	136.848	145.491	150	150	140	150	140	135	140	150
27	1	240	0.52	0.44	0.96	0.88	0.379	76433	148610	150641	160655	20.11	225	229.399	230	225	220	240	220	225	220	210
27	1	270	1.12	0.24	0.88	0.84	0.6	76433	160662	162686	172702	20.27	291.801	278.973	280	285	280	270	290	285	300	300
27	1	60	1.48	1.64	0.88	0.84	0.6	76433	172708	174733	184748	20.44	53.13	53.13	50	60	60	60	50	60	60	60
27	1	30	1.68	1.4	0.96	0.88	0.379	76433	184754	186778	196784	20.76	35.838	30.466	30	30	40	30	40	30	40	30
27	1	330	1.56	0.48	0.92	0.88	0.433	76433	196786	198805	208805	21.03	327.995	317.121	320	315	320	330	330	330	320	330
27	1	60	1.24	1.72	0.92	0.96	0.268	76433	208807	210819	220819	21.48	67.166	71.565	70	75	80	60	70	60	60	60
27	1	NA	NA	NA	NA	NA	NA	76433	220821	NA	232821	21.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	1	0	1.8	0.8	1	0.84	0.48	76433	232822	234834	244837	21.72	357.138	345.964	350	345	340	330	350	345	340	330
27	1	210	0.44	0.52	1	0.96	0.12	76433	244838	246850	256851	22.41	218.157	220.601	220	225	220	210	220	225	220	210
27	1	180	0.2	1.16	1.04	1	0.12	76433	256852	258866	268869	23.11	169.216	168.69	170	165	160	180	170	165	160	180
27	1	180	0.2	1.12	0.96	1	0.12	76433	268870	270874	280877	23.81	171.027	171.469	170	165	180	180	170	165	180	180
