0.600734	 0.434789	 0.573891	 0.180371	 0.022920	 -0.155517	 -0.651528	 -0.898958	 -0.047764
-0.440630	 0.171499	 0.034807	 0.201648	 0.420872	 0.195940	 0.135439	 -0.186871	 -0.565561
-0.169846	 -0.064752	 0.025648	 0.266309	 0.017921	 0.167995	 -0.025231	 -0.073349	 -0.244221
-0.000940	 0.026317	 0.072442	 -0.116956	 0.197484	 -0.090254	 0.055065	 -0.074122	 -0.017464
0.083379	 0.133672	 -0.084093	 -0.162617	 -0.077262	 0.020769	 -0.014707	 -0.002480	 0.020632
-0.136262	 -0.167839	 0.074205	 0.393864	 0.557117	 0.044509	 -0.157933	 -0.382946	 -0.020156
-0.039616	 0.051194	 -0.072289	 -0.061209	 0.083184	 -0.042665	 0.097019	 0.063751	 -0.116943
0.014039	 0.130799	 0.156720	 -0.124114	 -0.059636	 -0.165063	 -0.206452	 -0.005502	 0.228882
0.023504	 0.082246	 -0.503479	 -0.155399	 0.052840	 0.286411	 0.188286	 0.085667	 0.038933
0.172806	 0.294510	 0.207713	 0.186426	 0.010443	 -0.191927	 -0.264902	 -0.250150	 -0.195430
-0.042927	 -0.026242	 0.077131	 0.388268	 0.312894	 0.531010	 -0.228641	 -0.480094	 -0.537354
0.407525	 -0.096853	 -0.049155	 -0.219425	 -0.176753	 0.009747	 0.042254	 0.409029	 -0.159716
-0.082843	 0.041018	 0.114857	 0.124634	 0.159664	 0.062408	 -0.017145	 -0.208373	 -0.146503
-0.264240	 -0.437518	 -0.275015	 0.080999	 0.184548	 0.482622	 0.486650	 -0.020263	 -0.178618
0.018687	 -0.044385	 -0.040751	 -0.080764	 0.128492	 -0.087625	 -0.019965	 0.032958	 0.111380
0.003860	 0.007106	 0.141090	 0.180305	 0.072884	 -0.091808	 -0.149781	 -0.016018	 -0.199364
-0.085011	 -0.340531	 -0.131743	 0.044211	 0.214139	 0.198846	 0.080444	 0.006557	 -0.110918
0.910597	 -0.588034	 0.540363	 0.701253	 0.446033	 -0.479877	 0.252760	 0.539666	 -0.604696
0.064519	 0.101605	 0.035401	 0.050951	 0.032000	 -0.361168	 -0.069399	 0.097112	 -0.010482
-0.234561	 0.847364	 0.272912	 -0.140770	 -0.389340	 -0.515711	 -0.111872	 0.435313	 0.009271
0.129233	 0.178783	 0.183750	 0.166115	 -0.090505	 -0.400937	 -0.149234	 -0.071423	 -0.003318
0.148281	 0.095057	 -0.023647	 -0.157733	 -0.147803	 -0.039815	 -0.008048	 0.042877	 0.115561
-0.024509	 -0.035581	 0.010354	 0.009514	 0.009767	 0.002063	 0.013172	 0.005913	 -0.000533
0.011837	 0.045674	 0.040544	 -0.013070	 -0.021701	 -0.090562	 -0.124541	 0.096232	 0.044623
-0.008549	 0.052033	 0.101521	 0.123450	 0.252782	 -0.127965	 -0.090801	 -0.253738	 -0.067043
0.025348	 -0.206315	 0.231067	 -0.064199	 0.274981	 0.077788	 -0.110140	 0.008958	 -0.090076
-0.018232	 -0.040605	 0.068437	 0.064989	 0.027694	 0.023094	 -0.014466	 -0.025379	 -0.097427
0.062820	 0.045459	 0.000397	 -0.004411	 -0.073608	 -0.003329	 -0.025560	 -0.062653	 0.020214
-0.055953	 -0.515256	 0.343142	 0.137744	 0.161768	 0.149023	 0.091616	 0.034681	 -0.230334
0.016136	 -0.069889	 -0.065477	 0.044120	 -0.021508	 -0.037502	 0.027808	 0.080547	 0.014482
0.019831	 -0.008098	 -0.086151	 0.009593	 -0.035451	 0.054783	 0.041220	 0.015595	 0.007889
-0.118577	 -0.099200	 -0.034570	 -0.076900	 0.023459	 0.183990	 0.145584	 0.012203	 -0.065344
-0.194424	 0.143859	 0.207440	 -0.057080	 0.286055	 -0.243677	 -0.129905	 -0.021267	 -0.070934
