0.109856	 -0.002774	 -0.075775	 0.114131	 0.061870	 0.114002	 0.057789	 -0.151706	 -0.202755
-0.126270	 0.102851	 -0.039531	 0.336020	 0.029210	 0.245321	 -0.015863	 -0.244784	 -0.347563
-0.270503	 -0.192410	 -0.114848	 -0.008386	 0.124839	 0.146298	 0.249400	 0.098856	 -0.108137
0.012130	 0.007002	 0.100901	 0.066533	 0.025334	 -0.093010	 0.001110	 -0.057239	 -0.008905
-0.038402	 0.027665	 0.011085	 0.098791	 0.118677	 0.185786	 -0.170498	 -0.082160	 -0.063867
0.083676	 -0.023974	 -0.064527	 0.093112	 0.132662	 -0.263165	 -0.130724	 0.244118	 -0.235861
0.407066	 0.155249	 -0.103454	 0.064187	 -0.002177	 -0.168389	 -0.065497	 0.082037	 -0.066568
-0.325269	 -0.229112	 -0.150625	 0.150442	 0.151362	 0.173194	 0.182109	 0.096919	 0.055003
0.173844	 -0.022669	 0.045891	 -0.946742	 -0.355656	 0.114965	 -0.065347	 0.977833	 0.437285
-0.283702	 0.123690	 0.163531	 0.423647	 0.181765	 0.671224	 0.335554	 -0.341276	 -1.407034
0.224807	 0.363536	 0.291931	 0.013281	 0.091204	 -0.077043	 -0.466732	 -0.383972	 -0.071403
0.093381	 -0.129732	 -0.107724	 -0.108020	 0.202638	 0.040867	 0.076126	 0.112167	 -0.143714
-0.034942	 0.069369	 0.003262	 0.045979	 0.053397	 0.141774	 0.067616	 -0.155911	 -0.103234
-0.176681	 0.152649	 0.289243	 0.281244	 0.289020	 0.318142	 0.100564	 -0.382330	 -0.631677
0.186097	 0.180540	 -0.025960	 -0.233097	 -0.013072	 -0.283467	 0.039821	 0.072650	 0.090219
0.108622	 0.030830	 -0.065366	 -0.004116	 0.075731	 -0.096080	 0.031873	 0.148701	 -0.129374
0.176040	 0.090188	 0.254305	 0.396229	 -0.206322	 -0.182141	 -0.228487	 -0.116052	 -0.042658
0.218579	 -0.329693	 0.073099	 0.773346	 0.164075	 0.048466	 0.027647	 0.193200	 -0.528979
0.264649	 0.021021	 0.079708	 -0.018411	 -0.141738	 -0.631857	 -0.030779	 0.126360	 0.301132
-0.539248	 -0.083187	 0.111952	 0.106396	 0.014174	 0.206178	 0.362466	 0.167528	 -0.570522
-0.248490	 -0.082238	 0.161839	 0.341924	 0.201086	 -0.198791	 0.033408	 -0.106442	 -0.213957
0.147133	 -0.204278	 0.024241	 0.007293	 -0.016329	 0.077701	 0.064775	 -0.046389	 -0.065039
-0.037096	 -0.072745	 0.040098	 0.004553	 -0.039792	 -0.012507	 -0.020638	 0.039866	 0.047640
0.064886	 -0.011680	 -0.007222	 0.020409	 -0.076402	 -0.073044	 0.040908	 0.012380	 0.008595
0.048219	 0.134623	 0.177713	 0.133494	 0.159938	 -0.018969	 -0.198823	 -0.295048	 -0.039208
-0.034413	 0.104296	 -0.097469	 0.138230	 -0.074009	 -0.071771	 -0.320665	 0.101700	 0.083828
0.226763	 0.177669	 0.215771	 -0.070657	 -0.145915	 -0.190579	 -0.179673	 -0.124232	 0.059566
0.092029	 0.032230	 -0.074619	 -0.123838	 -0.100366	 -0.080095	 0.006586	 0.024905	 0.135358
0.189915	 -0.491207	 0.163462	 0.231351	 -0.056218	 -0.062999	 0.172263	 0.054667	 -0.173773
-0.031576	 -0.122033	 -0.143172	 0.060044	 -0.106463	 -0.034876	 0.171211	 0.185359	 0.004455
-0.136105	 0.179033	 0.067414	 -0.027434	 -0.023487	 -0.068290	 -0.037381	 -0.106907	 0.078421
0.081748	 0.174779	 0.093517	 -0.003445	 -0.027498	 -0.043790	 -0.175848	 -0.034109	 -0.063207
-0.041113	 0.086538	 0.160411	 -0.049561	 0.265044	 -0.204096	 -0.026161	 0.009445	 -0.196587
