-1.5991	 -0.7363	 -0.2323	 -0.9413	 0.0191	 0.3210	 -0.2156	 -0.0561	 0.7822	 -0.1538	 -0.0912	 0.7099
-1.0370	 -0.0119	 0.2374	 0.0130	 -0.3228	 -0.0479	 0.4762	 0.2182	 -0.3759	 -0.0468	 0.2450	 0.2971
-0.5875	 0.2041	 -0.0095	 -0.0046	 0.0021	 0.1129	 0.0800	 0.0294	 -0.0529	 -0.0077	 0.0464	 -0.1888
-0.0733	 0.1180	 0.1188	 -0.1058	 -0.0278	 0.0189	 0.2857	 0.1311	 -0.0130	 0.0695	 0.1365	 0.0179
-0.6086	 -0.5164	 0.5525	 0.0484	 -0.6585	 -0.0798	 0.5137	 0.1477	 -0.6148	 -0.1384	 0.5707	 0.0853
-0.6197	 -1.7734	 0.8494	 1.7084	 -0.4976	 -1.9020	 0.8099	 1.6340	 -0.7690	 -2.2499	 0.3662	 1.2200
0.5361	 0.5598	 0.8975	 -0.3343	 -0.6403	 0.4404	 0.6731	 -0.8925	 -1.0930	 0.3924	 0.4685	 -1.1536
0.1616	 -1.7842	 -1.0618	 1.7869	 0.8314	 -2.0183	 0.3596	 2.2284	 0.3087	 -1.8706	 -0.4587	 1.7561
0.2469	 0.5060	 -0.3614	 -0.4887	 0.5958	 0.0718	 -0.3840	 -0.4212	 0.4225	 0.4843	 -0.5308	 -0.0347
-0.6648	 0.5696	 0.3067	 -0.0085	 -0.2764	 -1.2544	 0.3101	 -0.2546	 -0.4403	 0.1456	 0.5850	 -0.2110
-0.7903	 -3.9136	 -0.5932	 3.7494	 0.1807	 -3.7149	 -0.2929	 3.9404	 0.5622	 -3.9351	 -0.6185	 3.4903
0.4408	 0.0386	 0.2791	 -0.4443	 -0.4425	 0.0079	 0.3684	 -0.1275	 -0.3329	 0.2905	 0.1940	 -0.3673
0.2719	 0.3938	 0.2761	 -0.3105	 0.1456	 0.5092	 -0.4713	 -0.4191	 0.3959	 0.6340	 -0.1817	 -0.8090
-1.1072	 -0.2630	 1.0930	 0.5563	 -1.6131	 -0.7401	 1.1191	 0.6757	 -0.4241	 -0.3788	 1.0440	 0.0401
0.5456	 0.8530	 -0.3709	 -0.2199	 0.8239	 0.3481	 0.1443	 -0.2409	 0.1955	 0.1283	 -0.4304	 -0.2620
0.6050	 0.5069	 -0.0925	 -0.3505	 0.0724	 0.5175	 -0.3567	 -0.4827	 0.1521	 0.4561	 -0.1053	 -0.4144
2.2481	 2.5779	 -0.6242	 -2.7247	 0.8995	 2.6130	 -0.7589	 -2.6241	 0.6779	 2.4536	 -1.4906	 -1.7171
-2.1540	 3.2225	 1.5155	 -3.3793	 -3.4392	 3.5081	 2.6101	 -2.6639	 -3.2098	 2.8918	 2.0110	 -3.8853
0.3553	 -1.2819	 -0.4043	 1.2086	 0.9176	 -1.0745	 -0.7733	 1.0974	 1.1239	 -0.9267	 -0.8410	 1.4934
-8.8239	 2.6131	 8.1793	 -1.4034	 -7.4777	 -1.9419	 8.4806	 -2.5328	 -8.5352	 3.1258	 8.1319	 -4.9604
0.1309	 1.0011	 0.0150	 -0.8820	 -0.3427	 0.9220	 -0.2287	 -0.8738	 -0.7283	 1.0001	 0.4427	 -0.8736
-1.4605	 0.0701	 0.6524	 0.1312	 -0.7921	 0.1904	 0.6828	 0.4191	 -0.6086	 0.1344	 0.6911	 -0.3007
-0.2046	 0.3975	 0.4603	 -0.8063	 -0.4058	 0.7865	 0.6817	 -0.7336	 -0.2654	 0.5253	 0.3134	 -0.7171
0.4049	 -0.3433	 -0.6277	 0.5517	 0.3842	 -0.4826	 -0.3681	 0.4653	 0.6707	 -0.3958	 -0.5248	 0.5067
-0.0808	 0.0948	 0.0277	 -0.1195	 0.1136	 0.1122	 0.1716	 -0.1399	 -0.1604	 0.1338	 0.1514	 -0.0950
0.5832	 -0.7916	 -0.8159	 0.7753	 0.7279	 -1.0415	 -0.9854	 0.9206	 0.5830	 -0.7281	 -0.6466	 0.7987
-1.0434	 0.0396	 0.9762	 0.1174	 -0.9785	 -0.0800	 1.0445	 0.3494	 -1.0275	 -0.6085	 0.9921	 -0.0441
0.0466	 0.2528	 0.0606	 -0.2818	 0.0274	 0.2603	 0.1256	 -0.2251	 -0.0841	 0.2713	 0.0749	 -0.2397
0.3680	 -0.5761	 0.1602	 0.5838	 -0.2436	 -0.5025	 -0.1577	 0.3504	 -0.0377	 -0.4449	 0.4716	 0.1840
0.8117	 -0.0446	 -0.7957	 -1.1023	 0.7350	 0.1521	 -0.8666	 0.2392	 0.5929	 0.4043	 -0.6291	 0.4932
-2.4233	 -0.8261	 2.0344	 0.7332	 -1.8549	 -0.6525	 1.9649	 0.7010	 -2.1540	 -0.8222	 2.0446	 0.4121
-0.0295	 0.0289	 -0.0052	 -0.0941	 -0.0126	 0.0382	 0.1546	 -0.0874	 -0.0395	 -0.0133	 0.0521	 0.0519
-0.1845	 -1.2882	 -1.1963	 2.0261	 1.0984	 -2.1804	 -0.7092	 2.1506	 0.4878	 -2.0334	 -0.8900	 2.2233
