-0.5834	 -1.0146	 0.0219	 1.7863	 0.0517	 -0.0622	 1.7952	 -0.0287	 -0.6777	 -0.9715	 -0.7948	 0.2379
-0.5292	 0.4290	 -0.3127	 0.4866	 -0.4117	 0.3869	 -0.2898	 0.3872	 -0.4968	 0.4045	 -0.3078	 0.2096
-0.2934	 -0.5693	 -0.2653	 0.9669	 -0.2705	 0.2405	 -0.9234	 0.8284	 -1.0496	 0.7529	 -0.9324	 0.3085
-0.7119	 -0.8127	 0.4389	 -0.5631	 -0.3280	 -0.0676	 2.0726	 0.6127	 -0.4388	 -0.6298	 0.3536	 -0.1041
-0.5092	 1.0850	 -0.9791	 0.9926	 -1.0162	 1.0325	 -0.8876	 0.7883	 -0.8174	 0.7167	 -1.2664	 0.5025
3.1723	 0.9910	 -0.2364	 -1.4259	 2.1490	 -2.2009	 0.3852	 -0.7385	 0.9627	 -1.0761	 1.4393	 -1.5885
0.7538	 -1.6254	 1.6661	 -1.4918	 0.7661	 -1.4014	 0.8072	 -2.1823	 0.0787	 -0.6590	 1.6302	 -0.7120
-0.0153	 0.6298	 -0.0473	 0.3842	 -0.0104	 -0.9295	 -0.5532	 -0.6017	 0.1325	 0.0185	 -0.2869	 0.2461
0.5562	 -1.0015	 0.5086	 -0.6790	 0.4206	 -0.2034	 0.5309	 -1.0414	 0.7291	 -0.8221	 0.6919	 0.1240
-0.0126	 0.4919	 -0.1925	 0.2999	 -0.5203	 0.6763	 -0.3128	 0.1961	 -0.3975	 0.2373	 -0.5740	 -0.1032
-2.2308	 1.9693	 -1.9031	 1.3292	 -0.5267	 1.0980	 -0.6091	 1.7190	 -2.3791	 1.7536	 -2.1742	 0.9941
0.3797	 -0.4873	 0.4557	 -1.0688	 -0.6852	 0.3164	 0.5297	 -0.1589	 -0.1419	 -1.4174	 1.1607	 -1.0670
2.9017	 -6.4946	 3.4142	 -2.7441	 2.0929	 -1.4820	 2.7932	 -3.5461	 2.8015	 -2.6833	 3.1207	 -0.8909
-3.6358	 1.0494	 0.5352	 0.4322	 1.4075	 2.4325	 1.4969	 -1.6294	 0.4657	 -1.0230	 -2.4293	 0.9814
-1.4365	 -0.4860	 0.1291	 1.8555	 0.5123	 0.5864	 0.0726	 0.3285	 0.1813	 -0.3321	 0.2246	 0.4576
0.2673	 0.4908	 0.7354	 0.1845	 0.8127	 0.2440	 -0.6263	 -0.2260	 0.2014	 0.6637	 0.4393	 -0.3018
0.8925	 -0.9168	 0.7562	 -0.3927	 0.3700	 -0.7631	 0.0693	 -0.0983	 -0.3941	 -0.7847	 -0.8119	 -0.8716
0.6358	 -0.8507	 -0.0386	 0.0770	 -0.4318	 2.4465	 1.0184	 -0.2922	 -3.0698	 0.4147	 -2.7643	 1.3641
2.5549	 -0.7737	 2.2950	 -0.6044	 0.6201	 -0.4376	 1.8552	 0.1933	 0.3925	 0.6001	 1.5307	 -1.6199
-0.2970	 -0.5304	 -1.1993	 -1.0700	 -0.4583	 -1.6195	 0.6584	 0.4071	 0.9399	 0.7103	 1.4621	 0.1823
3.9319	 -3.9587	 5.9456	 -3.9704	 6.3853	 -5.4991	 2.4817	 -5.9615	 5.7534	 -3.2054	 6.6756	 -3.0433
-0.1419	 -0.0504	 -0.4127	 -1.3190	 0.5211	 -0.8571	 0.0649	 -1.1180	 0.5781	 0.5070	 -0.6584	 0.1047
-0.0475	 0.3495	 -0.0135	 -0.4928	 0.2195	 0.0769	 -0.0978	 -0.3489	 -0.4261	 0.6341	 0.4514	 0.1487
0.5755	 -0.9772	 0.9767	 -0.6362	 0.7599	 -1.0824	 0.5716	 -0.6408	 0.9182	 -0.9963	 0.6196	 -0.3047
-1.0048	 0.4491	 -0.9064	 0.3909	 -0.0808	 0.6235	 -0.4836	 0.8014	 0.1188	 -0.9590	 -0.6141	 0.0533
-0.4381	 -0.0316	 -0.3284	 0.2937	 -0.2839	 0.4437	 -0.3806	 0.0546	 -0.1726	 0.2633	 -0.1929	 -0.6101
-1.2005	 1.0838	 -1.9373	 1.1955	 -1.5276	 1.3843	 -1.6439	 2.0146	 -1.9656	 1.6866	 -0.9901	 -0.0537
0.9737	 1.3880	 -0.0556	 0.0825	 -1.7451	 -1.0201	 -0.4684	 -1.5621	 -0.4809	 -0.5532	 -1.4730	 0.7561
0.4380	 -0.0105	 0.1583	 -0.2594	 0.4694	 -0.1739	 0.1300	 -0.2607	 0.0646	 -0.1292	 0.1564	 -0.2228
-1.3493	 0.1172	 -0.2483	 0.2725	 0.1756	 0.3228	 -1.0896	 0.5161	 0.1792	 -0.1891	 -0.2885	 0.0716
0.0646	 0.0942	 -0.8988	 0.3029	 -0.8196	 0.3802	 -1.0989	 -0.4345	 0.0098	 -0.4379	 -0.4335	 0.1499
-0.9807	 -0.6160	 0.3910	 -0.2502	 0.2630	 -0.8828	 1.0533	 0.2887	 -0.2424	 -0.7445	 1.2518	 -0.2616
0.4135	 1.5567	 -1.1644	 1.0624	 -1.2744	 0.2836	 -0.8071	 0.2152	 -0.6546	 0.9941	 -0.8398	 0.0285
