0.7769	 0.4247
0.9572	 0.4726
0.7919	 0.4682
0.9547	 0.4850
0.9599	 0.4870
0.9479	 0.4183
0.9576	 0.4255
0.9580	 0.4650
0.9700	 0.3265
0.9678	 0.4916
0.4790	 0.4662
0.8571	 0.4444
0.1348	 0.3366
0.9623	 0.4927
0.9920	 0.5630
0.9031	 0.5402
0.8618	 0.5018
0.9344	 0.5917
0.8370	 0.5026
0.5769	 0.3932
0.2247	 0.4454
0.7536	 0.4773
0.3777	 0.3809
0.4412	 0.3710
0.1357	 0.3696
0.9817	 0.3506
0.6696	 0.3944
0.9187	 0.3971
0.9608	 0.5036
0.9030	 0.3359
0.9291	 0.4745
0.9022	 0.6046
0.7524	 0.4257
