row,col,row_ith,col_ith,value,align_x,align_y,angle,ang_con
0.36,1.6,6,37,nsp,-1.92,1.8,137,150
0.4,1.2,7,27,nsp,-1.8,0.6,162,150
0.4,1.24,7,28,nsp,-1.8,0.72,158,150
0.4,1.28,7,29,nsp,-1.8,0.84,155,150
0.4,1.32,7,30,nsp,-1.8,0.96,152,150
0.4,1.36,7,31,nsp,-1.8,1.08,149,150
0.4,1.4,7,32,sp,-1.8,1.2,146,150
0.4,1.44,7,33,sp,-1.8,1.32,144,150
0.4,1.48,7,34,sp,-1.8,1.44,141,150
0.4,1.52,7,35,sp,-1.8,1.56,139,150
0.4,1.56,7,36,sp,-1.8,1.68,137,150
0.44,1.16,8,26,nsp,-1.68,0.48,164,150
0.44,1.2,8,27,nsp,-1.68,0.6,160,150
0.44,1.24,8,28,nsp,-1.68,0.72,157,150
0.44,1.28,8,29,nsp,-1.68,0.84,153,150
0.44,1.32,8,30,nsp,-1.68,0.96,150,150
0.44,1.36,8,31,nsp,-1.68,1.08,147,150
0.44,1.4,8,32,nsp,-1.68,1.2,144,150
0.44,1.44,8,33,nsp,-1.68,1.32,142,150
0.44,1.48,8,34,sp,-1.68,1.44,139,150
0.44,1.52,8,35,sp,-1.68,1.56,137,150
0.48,1.16,9,26,nsp,-1.56,0.48,163,150
0.48,1.2,9,27,nsp,-1.56,0.6,159,150
0.48,1.24,9,28,nsp,-1.56,0.72,155,150
0.48,1.28,9,29,nsp,-1.56,0.84,152,150
0.48,1.32,9,30,nsp,-1.56,0.96,148,150
0.48,1.36,9,31,nsp,-1.56,1.08,145,150
0.48,1.4,9,32,nsp,-1.56,1.2,142,150
0.48,1.44,9,33,nsp,-1.56,1.32,140,150
0.48,1.48,9,34,nsp,-1.56,1.44,137,150
0.52,1.16,10,26,nsp,-1.44,0.48,162,150
0.52,1.2,10,27,nsp,-1.44,0.6,157,150
0.52,1.24,10,28,nsp,-1.44,0.72,153,150
0.52,1.28,10,29,nsp,-1.44,0.84,150,150
0.52,1.32,10,30,nsp,-1.44,0.96,146,150
0.52,1.36,10,31,nsp,-1.44,1.08,143,150
0.52,1.4,10,32,nsp,-1.44,1.2,140,150
0.52,1.44,10,33,nsp,-1.44,1.32,137,150
0.56,1.16,11,26,nsp,-1.32,0.48,160,150
0.56,1.2,11,27,nsp,-1.32,0.6,156,150
0.56,1.24,11,28,nsp,-1.32,0.72,151,150
0.56,1.28,11,29,nsp,-1.32,0.84,148,150
0.56,1.32,11,30,nsp,-1.32,0.96,144,150
0.56,1.36,11,31,nsp,-1.32,1.08,141,150
0.56,1.4,11,32,nsp,-1.32,1.2,138,150
0.6,1.12,12,25,nsp,-1.2,0.36,163,150
0.6,1.16,12,26,nsp,-1.2,0.48,158,150
0.6,1.2,12,27,nsp,-1.2,0.6,153,150
0.6,1.24,12,28,nsp,-1.2,0.72,149,150
0.6,1.28,12,29,nsp,-1.2,0.84,145,150
0.6,1.32,12,30,nsp,-1.2,0.96,141,150
0.6,1.36,12,31,nsp,-1.2,1.08,138,150
0.64,1.12,13,25,nsp,-1.08,0.36,162,150
0.64,1.16,13,26,nsp,-1.08,0.48,156,150
0.64,1.2,13,27,nsp,-1.08,0.6,151,150
0.64,1.24,13,28,nsp,-1.08,0.72,146,150
0.64,1.28,13,29,nsp,-1.08,0.84,142,150
0.64,1.32,13,30,nsp,-1.08,0.96,138,150
0.68,1.12,14,25,nsp,-0.96,0.36,159,150
0.68,1.16,14,26,nsp,-0.96,0.48,153,150
0.68,1.2,14,27,nsp,-0.96,0.6,148,150
0.68,1.24,14,28,nsp,-0.96,0.72,143,150
0.68,1.28,14,29,nsp,-0.96,0.84,139,150
0.72,1.08,15,24,nsp,-0.84,0.24,164,150
0.72,1.12,15,25,nsp,-0.84,0.36,157,150
0.72,1.16,15,26,nsp,-0.84,0.48,150,150
0.72,1.2,15,27,nsp,-0.84,0.6,144,150
0.72,1.24,15,28,nsp,-0.84,0.72,139,150
0.76,1.08,16,24,nsp,-0.72,0.24,162,150
0.76,1.12,16,25,nsp,-0.72,0.36,153,150
0.76,1.16,16,26,nsp,-0.72,0.48,146,150
0.76,1.2,16,27,nsp,-0.72,0.6,140,150
0.8,1.08,17,24,nsp,-0.6,0.24,158,150
0.8,1.12,17,25,nsp,-0.6,0.36,149,150
0.8,1.16,17,26,nsp,-0.6,0.48,141,150
0.84,1.08,18,24,nsp,-0.48,0.24,153,150
0.84,1.12,18,25,nsp,-0.48,0.36,143,150
0.88,1.04,19,23,nsp,-0.36,0.12,162,150
0.88,1.08,19,24,nsp,-0.36,0.24,146,150
0.92,1.04,20,23,nsp,-0.24,0.12,153,150
0.12,0.8,0,17,nsp,-2.64,-0.6,193,180
0.12,0.84,0,18,nsp,-2.64,-0.48,190,180
0.12,0.88,0,19,nsp,-2.64,-0.36,188,180
0.12,0.92,0,20,nsp,-2.64,-0.24,185,180
0.12,0.96,0,21,nsp,-2.64,-0.12,183,180
0.12,1,0,22,nsp,-2.64,-4.44E-16,180,180
0.12,1.04,0,23,nsp,-2.64,0.12,177,180
0.12,1.08,0,24,nsp,-2.64,0.24,175,180
0.12,1.12,0,25,nsp,-2.64,0.36,172,180
0.12,1.16,0,26,nsp,-2.64,0.48,170,180
0.12,1.2,0,27,nsp,-2.64,0.6,167,180
0.16,0.8,1,17,nsp,-2.52,-0.6,193,180
0.16,0.84,1,18,nsp,-2.52,-0.48,191,180
0.16,0.88,1,19,nsp,-2.52,-0.36,188,180
0.16,0.92,1,20,nsp,-2.52,-0.24,185,180
0.16,0.96,1,21,nsp,-2.52,-0.12,183,180
0.16,1,1,22,nsp,-2.52,-4.44E-16,180,180
0.16,1.04,1,23,nsp,-2.52,0.12,177,180
0.16,1.08,1,24,nsp,-2.52,0.24,175,180
0.16,1.12,1,25,nsp,-2.52,0.36,172,180
0.16,1.16,1,26,nsp,-2.52,0.48,169,180
0.16,1.2,1,27,nsp,-2.52,0.6,167,180
0.2,0.8,2,17,sp,-2.4,-0.6,194,180
0.2,0.84,2,18,sp,-2.4,-0.48,191,180
0.2,0.88,2,19,sp,-2.4,-0.36,189,180
0.2,0.92,2,20,sp,-2.4,-0.24,186,180
0.2,0.96,2,21,sp,-2.4,-0.12,183,180
0.2,1,2,22,sp,-2.4,-4.44E-16,180,180
0.2,1.04,2,23,sp,-2.4,0.12,177,180
0.2,1.08,2,24,sp,-2.4,0.24,174,180
0.2,1.12,2,25,sp,-2.4,0.36,171,180
0.2,1.16,2,26,sp,-2.4,0.48,169,180
0.2,1.2,2,27,sp,-2.4,0.6,166,180
0.24,0.84,3,18,sp,-2.28,-0.48,192,180
0.24,0.88,3,19,sp,-2.28,-0.36,189,180
0.24,0.92,3,20,sp,-2.28,-0.24,186,180
0.24,0.96,3,21,sp,-2.28,-0.12,183,180
0.24,1,3,22,sp,-2.28,-4.44E-16,180,180
0.24,1.04,3,23,sp,-2.28,0.12,177,180
0.24,1.08,3,24,sp,-2.28,0.24,174,180
0.24,1.12,3,25,sp,-2.28,0.36,171,180
0.24,1.16,3,26,sp,-2.28,0.48,168,180
0.28,0.84,4,18,sp,-2.16,-0.48,193,180
0.28,0.88,4,19,sp,-2.16,-0.36,189,180
0.28,0.92,4,20,nsp,-2.16,-0.24,186,180
0.28,0.96,4,21,nsp,-2.16,-0.12,183,180
0.28,1,4,22,nsp,-2.16,-4.44E-16,180,180
0.28,1.04,4,23,nsp,-2.16,0.12,177,180
0.28,1.08,4,24,nsp,-2.16,0.24,174,180
0.28,1.12,4,25,sp,-2.16,0.36,171,180
0.28,1.16,4,26,sp,-2.16,0.48,167,180
0.32,0.84,5,18,nsp,-2.04,-0.48,193,180
0.32,0.88,5,19,nsp,-2.04,-0.36,190,180
0.32,0.92,5,20,nsp,-2.04,-0.24,187,180
0.32,0.96,5,21,nsp,-2.04,-0.12,183,180
0.32,1,5,22,nsp,-2.04,-4.44E-16,180,180
0.32,1.04,5,23,nsp,-2.04,0.12,177,180
0.32,1.08,5,24,nsp,-2.04,0.24,173,180
0.32,1.12,5,25,nsp,-2.04,0.36,170,180
0.32,1.16,5,26,nsp,-2.04,0.48,167,180
0.36,0.84,6,18,nsp,-1.92,-0.48,194,180
0.36,0.88,6,19,nsp,-1.92,-0.36,191,180
0.36,0.92,6,20,nsp,-1.92,-0.24,187,180
0.36,0.96,6,21,nsp,-1.92,-0.12,184,180
0.36,1,6,22,nsp,-1.92,-4.44E-16,180,180
0.36,1.04,6,23,nsp,-1.92,0.12,176,180
0.36,1.08,6,24,nsp,-1.92,0.24,173,180
0.36,1.12,6,25,nsp,-1.92,0.36,169,180
0.36,1.16,6,26,nsp,-1.92,0.48,166,180
0.4,0.88,7,19,nsp,-1.8,-0.36,191,180
0.4,0.92,7,20,nsp,-1.8,-0.24,188,180
0.4,0.96,7,21,nsp,-1.8,-0.12,184,180
0.4,1,7,22,nsp,-1.8,-4.44E-16,180,180
0.4,1.04,7,23,nsp,-1.8,0.12,176,180
0.4,1.08,7,24,nsp,-1.8,0.24,172,180
0.4,1.12,7,25,nsp,-1.8,0.36,169,180
0.44,0.88,8,19,nsp,-1.68,-0.36,192,180
0.44,0.92,8,20,nsp,-1.68,-0.24,188,180
0.44,0.96,8,21,nsp,-1.68,-0.12,184,180
0.44,1,8,22,nsp,-1.68,-4.44E-16,180,180
0.44,1.04,8,23,nsp,-1.68,0.12,176,180
0.44,1.08,8,24,nsp,-1.68,0.24,172,180
0.44,1.12,8,25,nsp,-1.68,0.36,168,180
0.48,0.88,9,19,nsp,-1.56,-0.36,193,180
0.48,0.92,9,20,nsp,-1.56,-0.24,189,180
0.48,0.96,9,21,nsp,-1.56,-0.12,184,180
0.48,1,9,22,nsp,-1.56,-4.44E-16,180,180
0.48,1.04,9,23,nsp,-1.56,0.12,176,180
0.48,1.08,9,24,nsp,-1.56,0.24,171,180
0.48,1.12,9,25,nsp,-1.56,0.36,167,180
0.52,0.88,10,19,nsp,-1.44,-0.36,194,180
0.52,0.92,10,20,nsp,-1.44,-0.24,189,180
0.52,0.96,10,21,nsp,-1.44,-0.12,185,180
0.52,1,10,22,nsp,-1.44,-4.44E-16,180,180
0.52,1.04,10,23,nsp,-1.44,0.12,175,180
0.52,1.08,10,24,nsp,-1.44,0.24,171,180
0.52,1.12,10,25,nsp,-1.44,0.36,166,180
0.56,0.92,11,20,nsp,-1.32,-0.24,190,180
0.56,0.96,11,21,nsp,-1.32,-0.12,185,180
0.56,1,11,22,nsp,-1.32,-4.44E-16,180,180
0.56,1.04,11,23,nsp,-1.32,0.12,175,180
0.56,1.08,11,24,nsp,-1.32,0.24,170,180
0.6,0.92,12,20,nsp,-1.2,-0.24,191,180
0.6,0.96,12,21,nsp,-1.2,-0.12,186,180
0.6,1,12,22,nsp,-1.2,-4.44E-16,180,180
0.6,1.04,12,23,nsp,-1.2,0.12,174,180
0.6,1.08,12,24,nsp,-1.2,0.24,169,180
0.64,0.92,13,20,nsp,-1.08,-0.24,193,180
0.64,0.96,13,21,nsp,-1.08,-0.12,186,180
0.64,1,13,22,nsp,-1.08,-4.44E-16,180,180
0.64,1.04,13,23,nsp,-1.08,0.12,174,180
0.64,1.08,13,24,nsp,-1.08,0.24,167,180
0.68,0.92,14,20,nsp,-0.96,-0.24,194,180
0.68,0.96,14,21,nsp,-0.96,-0.12,187,180
0.68,1,14,22,nsp,-0.96,-4.44E-16,180,180
0.68,1.04,14,23,nsp,-0.96,0.12,173,180
0.68,1.08,14,24,nsp,-0.96,0.24,166,180
0.72,0.96,15,21,nsp,-0.84,-0.12,188,180
0.72,1,15,22,nsp,-0.84,-4.44E-16,180,180
0.72,1.04,15,23,nsp,-0.84,0.12,172,180
0.76,0.96,16,21,nsp,-0.72,-0.12,189,180
0.76,1,16,22,nsp,-0.72,-4.44E-16,180,180
0.76,1.04,16,23,nsp,-0.72,0.12,171,180
0.8,0.96,17,21,nsp,-0.6,-0.12,191,180
0.8,1,17,22,nsp,-0.6,-4.44E-16,180,180
0.8,1.04,17,23,nsp,-0.6,0.12,169,180
0.84,0.96,18,21,nsp,-0.48,-0.12,194,180
0.84,1,18,22,nsp,-0.48,-4.44E-16,180,180
0.84,1.04,18,23,nsp,-0.48,0.12,166,180
0.88,1,19,22,nsp,-0.36,-4.44E-16,180,180
0.92,1,20,22,nsp,-0.24,-4.44E-16,180,180
0.96,1,21,22,nsp,-0.12,-4.44E-16,180,180
0.12,0.16,0,1,nsp,-2.64,-2.52,224,210
0.12,0.2,0,2,nsp,-2.64,-2.4,222,210
0.12,0.24,0,3,nsp,-2.64,-2.28,221,210
0.12,0.28,0,4,nsp,-2.64,-2.16,219,210
0.12,0.32,0,5,nsp,-2.64,-2.04,218,210
0.12,0.36,0,6,nsp,-2.64,-1.92,216,210
0.12,0.4,0,7,nsp,-2.64,-1.8,214,210
0.12,0.44,0,8,nsp,-2.64,-1.68,212,210
0.12,0.48,0,9,nsp,-2.64,-1.56,211,210
0.12,0.52,0,10,nsp,-2.64,-1.44,209,210
0.12,0.56,0,11,nsp,-2.64,-1.32,207,210
0.12,0.6,0,12,nsp,-2.64,-1.2,204,210
0.12,0.64,0,13,nsp,-2.64,-1.08,202,210
0.12,0.68,0,14,nsp,-2.64,-0.96,200,210
0.12,0.72,0,15,nsp,-2.64,-0.84,198,210
0.16,0.2,1,2,nsp,-2.52,-2.4,224,210
0.16,0.24,1,3,nsp,-2.52,-2.28,222,210
0.16,0.28,1,4,nsp,-2.52,-2.16,221,210
0.16,0.32,1,5,nsp,-2.52,-2.04,219,210
0.16,0.36,1,6,nsp,-2.52,-1.92,217,210
0.16,0.4,1,7,nsp,-2.52,-1.8,216,210
0.16,0.44,1,8,nsp,-2.52,-1.68,214,210
0.16,0.48,1,9,nsp,-2.52,-1.56,212,210
0.16,0.52,1,10,nsp,-2.52,-1.44,210,210
0.16,0.56,1,11,nsp,-2.52,-1.32,208,210
0.16,0.6,1,12,nsp,-2.52,-1.2,205,210
0.16,0.64,1,13,nsp,-2.52,-1.08,203,210
0.16,0.68,1,14,nsp,-2.52,-0.96,201,210
0.16,0.72,1,15,nsp,-2.52,-0.84,198,210
0.16,0.76,1,16,nsp,-2.52,-0.72,196,210
0.2,0.24,2,3,nsp,-2.4,-2.28,224,210
0.2,0.28,2,4,nsp,-2.4,-2.16,222,210
0.2,0.32,2,5,nsp,-2.4,-2.04,220,210
0.2,0.36,2,6,nsp,-2.4,-1.92,219,210
0.2,0.4,2,7,nsp,-2.4,-1.8,217,210
0.2,0.44,2,8,nsp,-2.4,-1.68,215,210
0.2,0.48,2,9,nsp,-2.4,-1.56,213,210
0.2,0.52,2,10,nsp,-2.4,-1.44,211,210
0.2,0.56,2,11,nsp,-2.4,-1.32,209,210
0.2,0.6,2,12,nsp,-2.4,-1.2,207,210
0.2,0.64,2,13,nsp,-2.4,-1.08,204,210
0.2,0.68,2,14,nsp,-2.4,-0.96,202,210
0.2,0.72,2,15,nsp,-2.4,-0.84,199,210
0.2,0.76,2,16,sp,-2.4,-0.72,197,210
0.24,0.28,3,4,nsp,-2.28,-2.16,223,210
0.24,0.32,3,5,nsp,-2.28,-2.04,222,210
0.24,0.36,3,6,nsp,-2.28,-1.92,220,210
0.24,0.4,3,7,nsp,-2.28,-1.8,218,210
0.24,0.44,3,8,nsp,-2.28,-1.68,216,210
0.24,0.48,3,9,nsp,-2.28,-1.56,214,210
0.24,0.52,3,10,nsp,-2.28,-1.44,212,210
0.24,0.56,3,11,nsp,-2.28,-1.32,210,210
0.24,0.6,3,12,nsp,-2.28,-1.2,208,210
0.24,0.64,3,13,sp,-2.28,-1.08,205,210
0.24,0.68,3,14,sp,-2.28,-0.96,203,210
0.24,0.72,3,15,sp,-2.28,-0.84,200,210
0.24,0.76,3,16,sp,-2.28,-0.72,198,210
0.28,0.32,4,5,nsp,-2.16,-2.04,223,210
0.28,0.36,4,6,nsp,-2.16,-1.92,222,210
0.28,0.4,4,7,nsp,-2.16,-1.8,220,210
0.28,0.44,4,8,nsp,-2.16,-1.68,218,210
0.28,0.48,4,9,nsp,-2.16,-1.56,216,210
0.28,0.52,4,10,nsp,-2.16,-1.44,214,210
0.28,0.56,4,11,sp,-2.16,-1.32,211,210
0.28,0.6,4,12,sp,-2.16,-1.2,209,210
0.28,0.64,4,13,sp,-2.16,-1.08,207,210
0.28,0.68,4,14,sp,-2.16,-0.96,204,210
0.28,0.72,4,15,sp,-2.16,-0.84,201,210
0.28,0.76,4,16,sp,-2.16,-0.72,198,210
0.28,0.8,4,17,sp,-2.16,-0.6,196,210
0.32,0.36,5,6,nsp,-2.04,-1.92,223,210
0.32,0.4,5,7,nsp,-2.04,-1.8,221,210
0.32,0.44,5,8,nsp,-2.04,-1.68,219,210
0.32,0.48,5,9,nsp,-2.04,-1.56,217,210
0.32,0.52,5,10,sp,-2.04,-1.44,215,210
0.32,0.56,5,11,sp,-2.04,-1.32,213,210
0.32,0.6,5,12,sp,-2.04,-1.2,210,210
0.32,0.64,5,13,sp,-2.04,-1.08,208,210
0.32,0.68,5,14,sp,-2.04,-0.96,205,210
0.32,0.72,5,15,sp,-2.04,-0.84,202,210
0.32,0.76,5,16,sp,-2.04,-0.72,199,210
0.32,0.8,5,17,nsp,-2.04,-0.6,196,210
0.36,0.4,6,7,nsp,-1.92,-1.8,223,210
0.36,0.44,6,8,sp,-1.92,-1.68,221,210
0.36,0.48,6,9,sp,-1.92,-1.56,219,210
0.36,0.52,6,10,sp,-1.92,-1.44,217,210
0.36,0.56,6,11,sp,-1.92,-1.32,215,210
0.36,0.6,6,12,sp,-1.92,-1.2,212,210
0.36,0.64,6,13,sp,-1.92,-1.08,209,210
0.36,0.68,6,14,nsp,-1.92,-0.96,207,210
0.36,0.72,6,15,nsp,-1.92,-0.84,204,210
0.36,0.76,6,16,nsp,-1.92,-0.72,201,210
0.36,0.8,6,17,nsp,-1.92,-0.6,197,210
0.4,0.44,7,8,sp,-1.8,-1.68,223,210
0.4,0.48,7,9,sp,-1.8,-1.56,221,210
0.4,0.52,7,10,sp,-1.8,-1.44,219,210
0.4,0.56,7,11,sp,-1.8,-1.32,216,210
0.4,0.6,7,12,sp,-1.8,-1.2,214,210
0.4,0.64,7,13,nsp,-1.8,-1.08,211,210
0.4,0.68,7,14,nsp,-1.8,-0.96,208,210
0.4,0.72,7,15,nsp,-1.8,-0.84,205,210
0.4,0.76,7,16,nsp,-1.8,-0.72,202,210
0.4,0.8,7,17,nsp,-1.8,-0.6,198,210
0.44,0.48,8,9,sp,-1.68,-1.56,223,210
0.44,0.52,8,10,sp,-1.68,-1.44,221,210
0.44,0.56,8,11,nsp,-1.68,-1.32,218,210
0.44,0.6,8,12,nsp,-1.68,-1.2,216,210
0.44,0.64,8,13,nsp,-1.68,-1.08,213,210
0.44,0.68,8,14,nsp,-1.68,-0.96,210,210
0.44,0.72,8,15,nsp,-1.68,-0.84,207,210
0.44,0.76,8,16,nsp,-1.68,-0.72,203,210
0.44,0.8,8,17,nsp,-1.68,-0.6,200,210
0.44,0.84,8,18,nsp,-1.68,-0.48,196,210
0.48,0.52,9,10,nsp,-1.56,-1.44,223,210
0.48,0.56,9,11,nsp,-1.56,-1.32,220,210
0.48,0.6,9,12,nsp,-1.56,-1.2,218,210
0.48,0.64,9,13,nsp,-1.56,-1.08,215,210
0.48,0.68,9,14,nsp,-1.56,-0.96,212,210
0.48,0.72,9,15,nsp,-1.56,-0.84,208,210
0.48,0.76,9,16,nsp,-1.56,-0.72,205,210
0.48,0.8,9,17,nsp,-1.56,-0.6,201,210
0.48,0.84,9,18,nsp,-1.56,-0.48,197,210
0.52,0.56,10,11,nsp,-1.44,-1.32,223,210
0.52,0.6,10,12,nsp,-1.44,-1.2,220,210
0.52,0.64,10,13,nsp,-1.44,-1.08,217,210
0.52,0.68,10,14,nsp,-1.44,-0.96,214,210
0.52,0.72,10,15,nsp,-1.44,-0.84,210,210
0.52,0.76,10,16,nsp,-1.44,-0.72,207,210
0.52,0.8,10,17,nsp,-1.44,-0.6,203,210
0.52,0.84,10,18,nsp,-1.44,-0.48,198,210
0.56,0.6,11,12,nsp,-1.32,-1.2,222,210
0.56,0.64,11,13,nsp,-1.32,-1.08,219,210
0.56,0.68,11,14,nsp,-1.32,-0.96,216,210
0.56,0.72,11,15,nsp,-1.32,-0.84,212,210
0.56,0.76,11,16,nsp,-1.32,-0.72,209,210
0.56,0.8,11,17,nsp,-1.32,-0.6,204,210
0.56,0.84,11,18,nsp,-1.32,-0.48,200,210
0.6,0.64,12,13,nsp,-1.2,-1.08,222,210
0.6,0.68,12,14,nsp,-1.2,-0.96,219,210
0.6,0.72,12,15,nsp,-1.2,-0.84,215,210
0.6,0.76,12,16,nsp,-1.2,-0.72,211,210
0.6,0.8,12,17,nsp,-1.2,-0.6,207,210
0.6,0.84,12,18,nsp,-1.2,-0.48,202,210
0.6,0.88,12,19,nsp,-1.2,-0.36,197,210
0.64,0.68,13,14,nsp,-1.08,-0.96,222,210
0.64,0.72,13,15,nsp,-1.08,-0.84,218,210
0.64,0.76,13,16,nsp,-1.08,-0.72,214,210
0.64,0.8,13,17,nsp,-1.08,-0.6,209,210
0.64,0.84,13,18,nsp,-1.08,-0.48,204,210
0.64,0.88,13,19,nsp,-1.08,-0.36,198,210
0.68,0.72,14,15,nsp,-0.96,-0.84,221,210
0.68,0.76,14,16,nsp,-0.96,-0.72,217,210
0.68,0.8,14,17,nsp,-0.96,-0.6,212,210
0.68,0.84,14,18,nsp,-0.96,-0.48,207,210
0.68,0.88,14,19,nsp,-0.96,-0.36,201,210
0.72,0.76,15,16,nsp,-0.84,-0.72,221,210
0.72,0.8,15,17,nsp,-0.84,-0.6,216,210
0.72,0.84,15,18,nsp,-0.84,-0.48,210,210
0.72,0.88,15,19,nsp,-0.84,-0.36,203,210
0.72,0.92,15,20,nsp,-0.84,-0.24,196,210
0.76,0.8,16,17,nsp,-0.72,-0.6,220,210
0.76,0.84,16,18,nsp,-0.72,-0.48,214,210
0.76,0.88,16,19,nsp,-0.72,-0.36,207,210
0.76,0.92,16,20,nsp,-0.72,-0.24,198,210
0.8,0.84,17,18,nsp,-0.6,-0.48,219,210
0.8,0.88,17,19,nsp,-0.6,-0.36,211,210
0.8,0.92,17,20,nsp,-0.6,-0.24,202,210
0.84,0.88,18,19,nsp,-0.48,-0.36,217,210
0.84,0.92,18,20,nsp,-0.48,-0.24,207,210
0.88,0.92,19,20,nsp,-0.36,-0.24,214,210
0.88,0.96,19,21,nsp,-0.36,-0.12,198,210
0.92,0.96,20,21,nsp,-0.24,-0.12,207,210
0.16,0.12,1,0,nsp,-2.52,-2.64,226,240
0.2,0.12,2,0,nsp,-2.4,-2.64,228,240
0.2,0.16,2,1,nsp,-2.4,-2.52,226,240
0.24,0.12,3,0,nsp,-2.28,-2.64,229,240
0.24,0.16,3,1,nsp,-2.28,-2.52,228,240
0.24,0.2,3,2,nsp,-2.28,-2.4,226,240
0.28,0.12,4,0,nsp,-2.16,-2.64,231,240
0.28,0.16,4,1,nsp,-2.16,-2.52,229,240
0.28,0.2,4,2,nsp,-2.16,-2.4,228,240
0.28,0.24,4,3,nsp,-2.16,-2.28,227,240
0.32,0.12,5,0,nsp,-2.04,-2.64,232,240
0.32,0.16,5,1,nsp,-2.04,-2.52,231,240
0.32,0.2,5,2,nsp,-2.04,-2.4,230,240
0.32,0.24,5,3,nsp,-2.04,-2.28,228,240
0.32,0.28,5,4,nsp,-2.04,-2.16,227,240
0.36,0.12,6,0,nsp,-1.92,-2.64,234,240
0.36,0.16,6,1,nsp,-1.92,-2.52,233,240
0.36,0.2,6,2,nsp,-1.92,-2.4,231,240
0.36,0.24,6,3,nsp,-1.92,-2.28,230,240
0.36,0.28,6,4,nsp,-1.92,-2.16,228,240
0.36,0.32,6,5,nsp,-1.92,-2.04,227,240
0.4,0.12,7,0,nsp,-1.8,-2.64,236,240
0.4,0.16,7,1,nsp,-1.8,-2.52,234,240
0.4,0.2,7,2,nsp,-1.8,-2.4,233,240
0.4,0.24,7,3,nsp,-1.8,-2.28,232,240
0.4,0.28,7,4,nsp,-1.8,-2.16,230,240
0.4,0.32,7,5,nsp,-1.8,-2.04,229,240
0.4,0.36,7,6,nsp,-1.8,-1.92,227,240
0.44,0.12,8,0,nsp,-1.68,-2.64,238,240
0.44,0.16,8,1,nsp,-1.68,-2.52,236,240
0.44,0.2,8,2,nsp,-1.68,-2.4,235,240
0.44,0.24,8,3,nsp,-1.68,-2.28,234,240
0.44,0.28,8,4,nsp,-1.68,-2.16,232,240
0.44,0.32,8,5,nsp,-1.68,-2.04,231,240
0.44,0.36,8,6,sp,-1.68,-1.92,229,240
0.44,0.4,8,7,sp,-1.68,-1.8,227,240
0.48,0.12,9,0,nsp,-1.56,-2.64,239,240
0.48,0.16,9,1,nsp,-1.56,-2.52,238,240
0.48,0.2,9,2,nsp,-1.56,-2.4,237,240
0.48,0.24,9,3,nsp,-1.56,-2.28,236,240
0.48,0.28,9,4,nsp,-1.56,-2.16,234,240
0.48,0.32,9,5,nsp,-1.56,-2.04,233,240
0.48,0.36,9,6,sp,-1.56,-1.92,231,240
0.48,0.4,9,7,sp,-1.56,-1.8,229,240
0.48,0.44,9,8,sp,-1.56,-1.68,227,240
0.52,0.12,10,0,nsp,-1.44,-2.64,241,240
0.52,0.16,10,1,nsp,-1.44,-2.52,240,240
0.52,0.2,10,2,nsp,-1.44,-2.4,239,240
0.52,0.24,10,3,nsp,-1.44,-2.28,238,240
0.52,0.28,10,4,nsp,-1.44,-2.16,236,240
0.52,0.32,10,5,sp,-1.44,-2.04,235,240
0.52,0.36,10,6,sp,-1.44,-1.92,233,240
0.52,0.4,10,7,sp,-1.44,-1.8,231,240
0.52,0.44,10,8,sp,-1.44,-1.68,229,240
0.52,0.48,10,9,nsp,-1.44,-1.56,227,240
0.56,0.12,11,0,nsp,-1.32,-2.64,243,240
0.56,0.16,11,1,nsp,-1.32,-2.52,242,240
0.56,0.2,11,2,nsp,-1.32,-2.4,241,240
0.56,0.24,11,3,nsp,-1.32,-2.28,240,240
0.56,0.28,11,4,sp,-1.32,-2.16,239,240
0.56,0.32,11,5,sp,-1.32,-2.04,237,240
0.56,0.36,11,6,sp,-1.32,-1.92,235,240
0.56,0.4,11,7,sp,-1.32,-1.8,234,240
0.56,0.44,11,8,nsp,-1.32,-1.68,232,240
0.56,0.48,11,9,nsp,-1.32,-1.56,230,240
0.56,0.52,11,10,nsp,-1.32,-1.44,227,240
0.6,0.12,12,0,nsp,-1.2,-2.64,246,240
0.6,0.16,12,1,nsp,-1.2,-2.52,245,240
0.6,0.2,12,2,nsp,-1.2,-2.4,243,240
0.6,0.24,12,3,nsp,-1.2,-2.28,242,240
0.6,0.28,12,4,sp,-1.2,-2.16,241,240
0.6,0.32,12,5,sp,-1.2,-2.04,240,240
0.6,0.36,12,6,sp,-1.2,-1.92,238,240
0.6,0.4,12,7,sp,-1.2,-1.8,236,240
0.6,0.44,12,8,nsp,-1.2,-1.68,234,240
0.6,0.48,12,9,nsp,-1.2,-1.56,232,240
0.6,0.52,12,10,nsp,-1.2,-1.44,230,240
0.6,0.56,12,11,nsp,-1.2,-1.32,228,240
0.64,0.12,13,0,nsp,-1.08,-2.64,248,240
0.64,0.16,13,1,nsp,-1.08,-2.52,247,240
0.64,0.2,13,2,nsp,-1.08,-2.4,246,240
0.64,0.24,13,3,sp,-1.08,-2.28,245,240
0.64,0.28,13,4,sp,-1.08,-2.16,243,240
0.64,0.32,13,5,sp,-1.08,-2.04,242,240
0.64,0.36,13,6,sp,-1.08,-1.92,241,240
0.64,0.4,13,7,nsp,-1.08,-1.8,239,240
0.64,0.44,13,8,nsp,-1.08,-1.68,237,240
0.64,0.48,13,9,nsp,-1.08,-1.56,235,240
