row,col,row_ith,col_ith,value,align_x,align_y,angle,ang_con
0.64,0.52,13,10,nsp,-1.08,-1.44,233,240
0.64,0.56,13,11,nsp,-1.08,-1.32,231,240
0.64,0.6,13,12,nsp,-1.08,-1.2,228,240
0.68,0.12,14,0,nsp,-0.96,-2.64,250,240
0.68,0.16,14,1,nsp,-0.96,-2.52,249,240
0.68,0.2,14,2,nsp,-0.96,-2.4,248,240
0.68,0.24,14,3,sp,-0.96,-2.28,247,240
0.68,0.28,14,4,sp,-0.96,-2.16,246,240
0.68,0.32,14,5,sp,-0.96,-2.04,245,240
0.68,0.36,14,6,nsp,-0.96,-1.92,243,240
0.68,0.4,14,7,nsp,-0.96,-1.8,242,240
0.68,0.44,14,8,nsp,-0.96,-1.68,240,240
0.68,0.48,14,9,nsp,-0.96,-1.56,238,240
0.68,0.52,14,10,nsp,-0.96,-1.44,236,240
0.68,0.56,14,11,nsp,-0.96,-1.32,234,240
0.68,0.6,14,12,nsp,-0.96,-1.2,231,240
0.68,0.64,14,13,nsp,-0.96,-1.08,228,240
0.72,0.12,15,0,nsp,-0.84,-2.64,252,240
0.72,0.16,15,1,nsp,-0.84,-2.52,252,240
0.72,0.2,15,2,nsp,-0.84,-2.4,251,240
0.72,0.24,15,3,sp,-0.84,-2.28,250,240
0.72,0.28,15,4,sp,-0.84,-2.16,249,240
0.72,0.32,15,5,sp,-0.84,-2.04,248,240
0.72,0.36,15,6,nsp,-0.84,-1.92,246,240
0.72,0.4,15,7,nsp,-0.84,-1.8,245,240
0.72,0.44,15,8,nsp,-0.84,-1.68,243,240
0.72,0.48,15,9,nsp,-0.84,-1.56,242,240
0.72,0.52,15,10,nsp,-0.84,-1.44,240,240
0.72,0.56,15,11,nsp,-0.84,-1.32,238,240
0.72,0.6,15,12,nsp,-0.84,-1.2,235,240
0.72,0.64,15,13,nsp,-0.84,-1.08,232,240
0.72,0.68,15,14,nsp,-0.84,-0.96,229,240
0.76,0.16,16,1,nsp,-0.72,-2.52,254,240
0.76,0.2,16,2,sp,-0.72,-2.4,253,240
0.76,0.24,16,3,sp,-0.72,-2.28,252,240
0.76,0.28,16,4,sp,-0.72,-2.16,252,240
0.76,0.32,16,5,sp,-0.72,-2.04,251,240
0.76,0.36,16,6,nsp,-0.72,-1.92,249,240
0.76,0.4,16,7,nsp,-0.72,-1.8,248,240
0.76,0.44,16,8,nsp,-0.72,-1.68,247,240
0.76,0.48,16,9,nsp,-0.72,-1.56,245,240
0.76,0.52,16,10,nsp,-0.72,-1.44,243,240
0.76,0.56,16,11,nsp,-0.72,-1.32,241,240
0.76,0.6,16,12,nsp,-0.72,-1.2,239,240
0.76,0.64,16,13,nsp,-0.72,-1.08,236,240
0.76,0.68,16,14,nsp,-0.72,-0.96,233,240
0.76,0.72,16,15,nsp,-0.72,-0.84,229,240
0.8,0.28,17,4,sp,-0.6,-2.16,254,240
0.8,0.32,17,5,nsp,-0.6,-2.04,254,240
0.8,0.36,17,6,nsp,-0.6,-1.92,253,240
0.8,0.4,17,7,nsp,-0.6,-1.8,252,240
0.8,0.44,17,8,nsp,-0.6,-1.68,250,240
0.8,0.48,17,9,nsp,-0.6,-1.56,249,240
0.8,0.52,17,10,nsp,-0.6,-1.44,247,240
0.8,0.56,17,11,nsp,-0.6,-1.32,246,240
0.8,0.6,17,12,nsp,-0.6,-1.2,243,240
0.8,0.64,17,13,nsp,-0.6,-1.08,241,240
0.8,0.68,17,14,nsp,-0.6,-0.96,238,240
0.8,0.72,17,15,nsp,-0.6,-0.84,234,240
0.8,0.76,17,16,nsp,-0.6,-0.72,230,240
0.84,0.44,18,8,nsp,-0.48,-1.68,254,240
0.84,0.48,18,9,nsp,-0.48,-1.56,253,240
0.84,0.52,18,10,nsp,-0.48,-1.44,252,240
0.84,0.56,18,11,nsp,-0.48,-1.32,250,240
0.84,0.6,18,12,nsp,-0.48,-1.2,248,240
0.84,0.64,18,13,nsp,-0.48,-1.08,246,240
0.84,0.68,18,14,nsp,-0.48,-0.96,243,240
0.84,0.72,18,15,nsp,-0.48,-0.84,240,240
0.84,0.76,18,16,nsp,-0.48,-0.72,236,240
0.84,0.8,18,17,nsp,-0.48,-0.6,231,240
0.88,0.6,19,12,nsp,-0.36,-1.2,253,240
0.88,0.64,19,13,nsp,-0.36,-1.08,252,240
0.88,0.68,19,14,nsp,-0.36,-0.96,249,240
0.88,0.72,19,15,nsp,-0.36,-0.84,247,240
0.88,0.76,19,16,nsp,-0.36,-0.72,243,240
0.88,0.8,19,17,nsp,-0.36,-0.6,239,240
0.88,0.84,19,18,nsp,-0.36,-0.48,233,240
0.92,0.72,20,15,nsp,-0.24,-0.84,254,240
0.92,0.76,20,16,nsp,-0.24,-0.72,252,240
0.92,0.8,20,17,nsp,-0.24,-0.6,248,240
0.92,0.84,20,18,nsp,-0.24,-0.48,243,240
0.92,0.88,20,19,nsp,-0.24,-0.36,236,240
0.96,0.88,21,19,nsp,-0.12,-0.36,252,240
0.96,0.92,21,20,nsp,-0.12,-0.24,243,240
0.8,0.12,17,0,nsp,-0.6,-2.64,257,270
0.8,0.16,17,1,nsp,-0.6,-2.52,257,270
0.8,0.2,17,2,sp,-0.6,-2.4,256,270
0.84,0.12,18,0,nsp,-0.48,-2.64,260,270
0.84,0.16,18,1,nsp,-0.48,-2.52,259,270
0.84,0.2,18,2,sp,-0.48,-2.4,259,270
0.84,0.24,18,3,sp,-0.48,-2.28,258,270
0.84,0.28,18,4,sp,-0.48,-2.16,257,270
0.84,0.32,18,5,nsp,-0.48,-2.04,257,270
0.84,0.36,18,6,nsp,-0.48,-1.92,256,270
0.88,0.12,19,0,nsp,-0.36,-2.64,262,270
0.88,0.16,19,1,nsp,-0.36,-2.52,262,270
0.88,0.2,19,2,sp,-0.36,-2.4,261,270
0.88,0.24,19,3,sp,-0.36,-2.28,261,270
0.88,0.28,19,4,sp,-0.36,-2.16,261,270
0.88,0.32,19,5,nsp,-0.36,-2.04,260,270
0.88,0.36,19,6,nsp,-0.36,-1.92,259,270
0.88,0.4,19,7,nsp,-0.36,-1.8,259,270
0.88,0.44,19,8,nsp,-0.36,-1.68,258,270
0.88,0.48,19,9,nsp,-0.36,-1.56,257,270
0.88,0.52,19,10,nsp,-0.36,-1.44,256,270
0.92,0.12,20,0,nsp,-0.24,-2.64,265,270
0.92,0.16,20,1,nsp,-0.24,-2.52,265,270
0.92,0.2,20,2,sp,-0.24,-2.4,264,270
0.92,0.24,20,3,sp,-0.24,-2.28,264,270
0.92,0.28,20,4,nsp,-0.24,-2.16,264,270
0.92,0.32,20,5,nsp,-0.24,-2.04,263,270
0.92,0.36,20,6,nsp,-0.24,-1.92,263,270
0.92,0.4,20,7,nsp,-0.24,-1.8,262,270
0.92,0.44,20,8,nsp,-0.24,-1.68,262,270
0.92,0.48,20,9,nsp,-0.24,-1.56,261,270
0.92,0.52,20,10,nsp,-0.24,-1.44,261,270
0.92,0.56,20,11,nsp,-0.24,-1.32,260,270
0.92,0.6,20,12,nsp,-0.24,-1.2,259,270
0.92,0.64,20,13,nsp,-0.24,-1.08,257,270
0.92,0.68,20,14,nsp,-0.24,-0.96,256,270
0.96,0.12,21,0,nsp,-0.12,-2.64,267,270
0.96,0.16,21,1,nsp,-0.12,-2.52,267,270
0.96,0.2,21,2,sp,-0.12,-2.4,267,270
0.96,0.24,21,3,sp,-0.12,-2.28,267,270
0.96,0.28,21,4,nsp,-0.12,-2.16,267,270
0.96,0.32,21,5,nsp,-0.12,-2.04,267,270
0.96,0.36,21,6,nsp,-0.12,-1.92,266,270
0.96,0.4,21,7,nsp,-0.12,-1.8,266,270
0.96,0.44,21,8,nsp,-0.12,-1.68,266,270
0.96,0.48,21,9,nsp,-0.12,-1.56,266,270
0.96,0.52,21,10,nsp,-0.12,-1.44,265,270
0.96,0.56,21,11,nsp,-0.12,-1.32,265,270
0.96,0.6,21,12,nsp,-0.12,-1.2,264,270
0.96,0.64,21,13,nsp,-0.12,-1.08,264,270
0.96,0.68,21,14,nsp,-0.12,-0.96,263,270
0.96,0.72,21,15,nsp,-0.12,-0.84,262,270
0.96,0.76,21,16,nsp,-0.12,-0.72,261,270
0.96,0.8,21,17,nsp,-0.12,-0.6,259,270
0.96,0.84,21,18,nsp,-0.12,-0.48,256,270
1,0.12,22,0,nsp,-4.44E-16,-2.64,270,270
1,0.16,22,1,nsp,-4.44E-16,-2.52,270,270
1,0.2,22,2,sp,-4.44E-16,-2.4,270,270
1,0.24,22,3,sp,-4.44E-16,-2.28,270,270
1,0.28,22,4,nsp,-4.44E-16,-2.16,270,270
1,0.32,22,5,nsp,-4.44E-16,-2.04,270,270
1,0.36,22,6,nsp,-4.44E-16,-1.92,270,270
1,0.4,22,7,nsp,-4.44E-16,-1.8,270,270
1,0.44,22,8,nsp,-4.44E-16,-1.68,270,270
1,0.48,22,9,nsp,-4.44E-16,-1.56,270,270
1,0.52,22,10,nsp,-4.44E-16,-1.44,270,270
1,0.56,22,11,nsp,-4.44E-16,-1.32,270,270
1,0.6,22,12,nsp,-4.44E-16,-1.2,270,270
1,0.64,22,13,nsp,-4.44E-16,-1.08,270,270
1,0.68,22,14,nsp,-4.44E-16,-0.96,270,270
1,0.72,22,15,nsp,-4.44E-16,-0.84,270,270
1,0.76,22,16,nsp,-4.44E-16,-0.72,270,270
1,0.8,22,17,nsp,-4.44E-16,-0.6,270,270
1,0.84,22,18,nsp,-4.44E-16,-0.48,270,270
1,0.88,22,19,nsp,-4.44E-16,-0.36,270,270
1,0.92,22,20,nsp,-4.44E-16,-0.24,270,270
1,0.96,22,21,nsp,-4.44E-16,-0.12,270,270
1.04,0.12,23,0,nsp,0.12,-2.64,273,270
1.04,0.16,23,1,nsp,0.12,-2.52,273,270
1.04,0.2,23,2,sp,0.12,-2.4,273,270
1.04,0.24,23,3,sp,0.12,-2.28,273,270
1.04,0.28,23,4,nsp,0.12,-2.16,273,270
1.04,0.32,23,5,nsp,0.12,-2.04,273,270
1.04,0.36,23,6,nsp,0.12,-1.92,274,270
1.04,0.4,23,7,nsp,0.12,-1.8,274,270
1.04,0.44,23,8,nsp,0.12,-1.68,274,270
1.04,0.48,23,9,nsp,0.12,-1.56,274,270
1.04,0.52,23,10,nsp,0.12,-1.44,275,270
1.04,0.56,23,11,nsp,0.12,-1.32,275,270
1.04,0.6,23,12,nsp,0.12,-1.2,276,270
1.04,0.64,23,13,nsp,0.12,-1.08,276,270
1.04,0.68,23,14,nsp,0.12,-0.96,277,270
1.04,0.72,23,15,nsp,0.12,-0.84,278,270
1.04,0.76,23,16,nsp,0.12,-0.72,279,270
1.04,0.8,23,17,nsp,0.12,-0.6,281,270
1.04,0.84,23,18,nsp,0.12,-0.48,284,270
1.08,0.12,24,0,nsp,0.24,-2.64,275,270
1.08,0.16,24,1,nsp,0.24,-2.52,275,270
1.08,0.2,24,2,sp,0.24,-2.4,276,270
1.08,0.24,24,3,sp,0.24,-2.28,276,270
1.08,0.28,24,4,nsp,0.24,-2.16,276,270
1.08,0.32,24,5,nsp,0.24,-2.04,277,270
1.08,0.36,24,6,nsp,0.24,-1.92,277,270
1.08,0.4,24,7,nsp,0.24,-1.8,278,270
1.08,0.44,24,8,nsp,0.24,-1.68,278,270
1.08,0.48,24,9,nsp,0.24,-1.56,279,270
1.08,0.52,24,10,nsp,0.24,-1.44,279,270
1.08,0.56,24,11,nsp,0.24,-1.32,280,270
1.08,0.6,24,12,nsp,0.24,-1.2,281,270
1.08,0.64,24,13,nsp,0.24,-1.08,283,270
1.08,0.68,24,14,nsp,0.24,-0.96,284,270
1.12,0.12,25,0,nsp,0.36,-2.64,278,270
1.12,0.16,25,1,nsp,0.36,-2.52,278,270
1.12,0.2,25,2,sp,0.36,-2.4,279,270
1.12,0.24,25,3,sp,0.36,-2.28,279,270
1.12,0.28,25,4,sp,0.36,-2.16,279,270
1.12,0.32,25,5,nsp,0.36,-2.04,280,270
1.12,0.36,25,6,nsp,0.36,-1.92,281,270
1.12,0.4,25,7,nsp,0.36,-1.8,281,270
1.12,0.44,25,8,nsp,0.36,-1.68,282,270
1.12,0.48,25,9,nsp,0.36,-1.56,283,270
1.12,0.52,25,10,nsp,0.36,-1.44,284,270
1.16,0.12,26,0,nsp,0.48,-2.64,280,270
1.16,0.16,26,1,nsp,0.48,-2.52,281,270
1.16,0.2,26,2,sp,0.48,-2.4,281,270
1.16,0.24,26,3,sp,0.48,-2.28,282,270
1.16,0.28,26,4,sp,0.48,-2.16,283,270
1.16,0.32,26,5,nsp,0.48,-2.04,283,270
1.16,0.36,26,6,nsp,0.48,-1.92,284,270
1.2,0.12,27,0,nsp,0.6,-2.64,283,270
1.2,0.16,27,1,nsp,0.6,-2.52,283,270
1.2,0.2,27,2,sp,0.6,-2.4,284,270
1.04,0.88,23,19,nsp,0.12,-0.36,288,300
1.04,0.92,23,20,nsp,0.12,-0.24,297,300
1.08,0.72,24,15,nsp,0.24,-0.84,286,300
1.08,0.76,24,16,nsp,0.24,-0.72,288,300
1.08,0.8,24,17,nsp,0.24,-0.6,292,300
1.08,0.84,24,18,nsp,0.24,-0.48,297,300
1.08,0.88,24,19,nsp,0.24,-0.36,304,300
1.12,0.6,25,12,nsp,0.36,-1.2,287,300
1.12,0.64,25,13,nsp,0.36,-1.08,288,300
1.12,0.68,25,14,nsp,0.36,-0.96,291,300
1.12,0.72,25,15,nsp,0.36,-0.84,293,300
1.12,0.76,25,16,nsp,0.36,-0.72,297,300
1.12,0.8,25,17,nsp,0.36,-0.6,301,300
1.12,0.84,25,18,nsp,0.36,-0.48,307,300
1.16,0.44,26,8,nsp,0.48,-1.68,286,300
1.16,0.48,26,9,nsp,0.48,-1.56,287,300
1.16,0.52,26,10,nsp,0.48,-1.44,288,300
1.16,0.56,26,11,nsp,0.48,-1.32,290,300
1.16,0.6,26,12,nsp,0.48,-1.2,292,300
1.16,0.64,26,13,nsp,0.48,-1.08,294,300
1.16,0.68,26,14,nsp,0.48,-0.96,297,300
1.16,0.72,26,15,nsp,0.48,-0.84,300,300
1.16,0.76,26,16,nsp,0.48,-0.72,304,300
1.16,0.8,26,17,nsp,0.48,-0.6,309,300
1.2,0.28,27,4,sp,0.6,-2.16,286,300
1.2,0.32,27,5,nsp,0.6,-2.04,286,300
1.2,0.36,27,6,nsp,0.6,-1.92,287,300
1.2,0.4,27,7,nsp,0.6,-1.8,288,300
1.2,0.44,27,8,nsp,0.6,-1.68,290,300
1.2,0.48,27,9,nsp,0.6,-1.56,291,300
1.2,0.52,27,10,nsp,0.6,-1.44,293,300
1.2,0.56,27,11,nsp,0.6,-1.32,294,300
1.2,0.6,27,12,nsp,0.6,-1.2,297,300
1.2,0.64,27,13,nsp,0.6,-1.08,299,300
1.2,0.68,27,14,nsp,0.6,-0.96,302,300
1.2,0.72,27,15,nsp,0.6,-0.84,306,300
1.2,0.76,27,16,nsp,0.6,-0.72,310,300
1.24,0.16,28,1,nsp,0.72,-2.52,286,300
1.24,0.2,28,2,sp,0.72,-2.4,287,300
1.24,0.24,28,3,sp,0.72,-2.28,288,300
1.24,0.28,28,4,sp,0.72,-2.16,288,300
1.24,0.32,28,5,sp,0.72,-2.04,289,300
1.24,0.36,28,6,nsp,0.72,-1.92,291,300
1.24,0.4,28,7,nsp,0.72,-1.8,292,300
1.24,0.44,28,8,nsp,0.72,-1.68,293,300
1.24,0.48,28,9,nsp,0.72,-1.56,295,300
1.24,0.52,28,10,nsp,0.72,-1.44,297,300
1.24,0.56,28,11,nsp,0.72,-1.32,299,300
1.24,0.6,28,12,nsp,0.72,-1.2,301,300
1.24,0.64,28,13,nsp,0.72,-1.08,304,300
1.24,0.68,28,14,nsp,0.72,-0.96,307,300
1.24,0.72,28,15,nsp,0.72,-0.84,311,300
1.28,0.12,29,0,nsp,0.84,-2.64,288,300
1.28,0.16,29,1,nsp,0.84,-2.52,288,300
1.28,0.2,29,2,nsp,0.84,-2.4,289,300
1.28,0.24,29,3,sp,0.84,-2.28,290,300
1.28,0.28,29,4,sp,0.84,-2.16,291,300
1.28,0.32,29,5,sp,0.84,-2.04,292,300
1.28,0.36,29,6,nsp,0.84,-1.92,294,300
1.28,0.4,29,7,nsp,0.84,-1.8,295,300
1.28,0.44,29,8,nsp,0.84,-1.68,297,300
1.28,0.48,29,9,nsp,0.84,-1.56,298,300
1.28,0.52,29,10,nsp,0.84,-1.44,300,300
1.28,0.56,29,11,nsp,0.84,-1.32,302,300
1.28,0.6,29,12,nsp,0.84,-1.2,305,300
1.28,0.64,29,13,nsp,0.84,-1.08,308,300
1.28,0.68,29,14,nsp,0.84,-0.96,311,300
1.32,0.12,30,0,nsp,0.96,-2.64,290,300
1.32,0.16,30,1,nsp,0.96,-2.52,291,300
1.32,0.2,30,2,nsp,0.96,-2.4,292,300
1.32,0.24,30,3,sp,0.96,-2.28,293,300
1.32,0.28,30,4,sp,0.96,-2.16,294,300
1.32,0.32,30,5,sp,0.96,-2.04,295,300
1.32,0.36,30,6,nsp,0.96,-1.92,297,300
1.32,0.4,30,7,nsp,0.96,-1.8,298,300
1.32,0.44,30,8,nsp,0.96,-1.68,300,300
1.32,0.48,30,9,nsp,0.96,-1.56,302,300
1.32,0.52,30,10,nsp,0.96,-1.44,304,300
1.32,0.56,30,11,nsp,0.96,-1.32,306,300
1.32,0.6,30,12,nsp,0.96,-1.2,309,300
1.32,0.64,30,13,nsp,0.96,-1.08,312,300
1.36,0.12,31,0,nsp,1.08,-2.64,292,300
1.36,0.16,31,1,nsp,1.08,-2.52,293,300
1.36,0.2,31,2,nsp,1.08,-2.4,294,300
1.36,0.24,31,3,sp,1.08,-2.28,295,300
1.36,0.28,31,4,sp,1.08,-2.16,297,300
1.36,0.32,31,5,sp,1.08,-2.04,298,300
1.36,0.36,31,6,sp,1.08,-1.92,299,300
1.36,0.4,31,7,nsp,1.08,-1.8,301,300
1.36,0.44,31,8,nsp,1.08,-1.68,303,300
1.36,0.48,31,9,nsp,1.08,-1.56,305,300
1.36,0.52,31,10,nsp,1.08,-1.44,307,300
1.36,0.56,31,11,nsp,1.08,-1.32,309,300
1.36,0.6,31,12,nsp,1.08,-1.2,312,300
1.4,0.12,32,0,nsp,1.2,-2.64,294,300
1.4,0.16,32,1,nsp,1.2,-2.52,295,300
1.4,0.2,32,2,nsp,1.2,-2.4,297,300
1.4,0.24,32,3,nsp,1.2,-2.28,298,300
1.4,0.28,32,4,sp,1.2,-2.16,299,300
1.4,0.32,32,5,sp,1.2,-2.04,300,300
1.4,0.36,32,6,sp,1.2,-1.92,302,300
1.4,0.4,32,7,sp,1.2,-1.8,304,300
1.4,0.44,32,8,nsp,1.2,-1.68,306,300
1.4,0.48,32,9,nsp,1.2,-1.56,308,300
1.4,0.52,32,10,nsp,1.2,-1.44,310,300
1.4,0.56,32,11,nsp,1.2,-1.32,312,300
1.44,0.12,33,0,nsp,1.32,-2.64,297,300
1.44,0.16,33,1,nsp,1.32,-2.52,298,300
1.44,0.2,33,2,nsp,1.32,-2.4,299,300
1.44,0.24,33,3,nsp,1.32,-2.28,300,300
1.44,0.28,33,4,sp,1.32,-2.16,301,300
1.44,0.32,33,5,sp,1.32,-2.04,303,300
1.44,0.36,33,6,sp,1.32,-1.92,305,300
1.44,0.4,33,7,sp,1.32,-1.8,306,300
1.44,0.44,33,8,nsp,1.32,-1.68,308,300
1.44,0.48,33,9,nsp,1.32,-1.56,310,300
1.44,0.52,33,10,nsp,1.32,-1.44,313,300
1.48,0.12,34,0,nsp,1.44,-2.64,299,300
1.48,0.16,34,1,nsp,1.44,-2.52,300,300
1.48,0.2,34,2,nsp,1.44,-2.4,301,300
1.48,0.24,34,3,nsp,1.44,-2.28,302,300
1.48,0.28,34,4,nsp,1.44,-2.16,304,300
1.48,0.32,34,5,sp,1.44,-2.04,305,300
1.48,0.36,34,6,sp,1.44,-1.92,307,300
1.48,0.4,34,7,sp,1.44,-1.8,309,300
1.48,0.44,34,8,sp,1.44,-1.68,311,300
1.48,0.48,34,9,nsp,1.44,-1.56,313,300
1.52,0.12,35,0,nsp,1.56,-2.64,301,300
1.52,0.16,35,1,nsp,1.56,-2.52,302,300
1.52,0.2,35,2,nsp,1.56,-2.4,303,300
1.52,0.24,35,3,nsp,1.56,-2.28,304,300
1.52,0.28,35,4,nsp,1.56,-2.16,306,300
1.52,0.32,35,5,nsp,1.56,-2.04,307,300
1.52,0.36,35,6,sp,1.56,-1.92,309,300
1.52,0.4,35,7,sp,1.56,-1.8,311,300
1.52,0.44,35,8,sp,1.56,-1.68,313,300
1.56,0.12,36,0,nsp,1.68,-2.64,302,300
1.56,0.16,36,1,nsp,1.68,-2.52,304,300
1.56,0.2,36,2,nsp,1.68,-2.4,305,300
1.56,0.24,36,3,nsp,1.68,-2.28,306,300
1.56,0.28,36,4,nsp,1.68,-2.16,308,300
1.56,0.32,36,5,nsp,1.68,-2.04,309,300
1.56,0.36,36,6,sp,1.68,-1.92,311,300
1.56,0.4,36,7,sp,1.68,-1.8,313,300
1.6,0.12,37,0,nsp,1.8,-2.64,304,300
1.6,0.16,37,1,nsp,1.8,-2.52,306,300
1.6,0.2,37,2,nsp,1.8,-2.4,307,300
1.6,0.24,37,3,nsp,1.8,-2.28,308,300
1.6,0.28,37,4,nsp,1.8,-2.16,310,300
1.6,0.32,37,5,nsp,1.8,-2.04,311,300
1.6,0.36,37,6,nsp,1.8,-1.92,313,300
1.64,0.12,38,0,nsp,1.92,-2.64,306,300
1.64,0.16,38,1,nsp,1.92,-2.52,307,300
1.64,0.2,38,2,nsp,1.92,-2.4,309,300
1.64,0.24,38,3,nsp,1.92,-2.28,310,300
1.64,0.28,38,4,nsp,1.92,-2.16,312,300
1.64,0.32,38,5,nsp,1.92,-2.04,313,300
1.68,0.12,39,0,nsp,2.04,-2.64,308,300
1.68,0.16,39,1,nsp,2.04,-2.52,309,300
1.68,0.2,39,2,nsp,2.04,-2.4,310,300
1.68,0.24,39,3,nsp,2.04,-2.28,312,300
1.68,0.28,39,4,nsp,2.04,-2.16,313,300
1.72,0.12,40,0,nsp,2.16,-2.64,309,300
1.72,0.16,40,1,nsp,2.16,-2.52,311,300
1.72,0.2,40,2,nsp,2.16,-2.4,312,300
1.72,0.24,40,3,nsp,2.16,-2.28,313,300
1.76,0.12,41,0,nsp,2.28,-2.64,311,300
1.76,0.16,41,1,nsp,2.28,-2.52,312,300
1.76,0.2,41,2,nsp,2.28,-2.4,314,300
1.8,0.12,42,0,nsp,2.4,-2.64,312,300
1.8,0.16,42,1,nsp,2.4,-2.52,314,300
1.84,0.12,43,0,nsp,2.52,-2.64,314,300
1.08,0.96,24,21,nsp,0.24,-0.12,333,330
1.12,0.92,25,20,nsp,0.36,-0.24,326,330
1.12,0.96,25,21,nsp,0.36,-0.12,342,330
1.16,0.88,26,19,nsp,0.48,-0.36,323,330
1.16,0.92,26,20,nsp,0.48,-0.24,333,330
1.2,0.84,27,18,nsp,0.6,-0.48,321,330
1.2,0.88,27,19,nsp,0.6,-0.36,329,330
1.2,0.92,27,20,nsp,0.6,-0.24,338,330
1.24,0.8,28,17,nsp,0.72,-0.6,320,330
1.24,0.84,28,18,nsp,0.72,-0.48,326,330
1.24,0.88,28,19,nsp,0.72,-0.36,333,330
1.24,0.92,28,20,nsp,0.72,-0.24,342,330
1.28,0.76,29,16,nsp,0.84,-0.72,319,330
1.28,0.8,29,17,nsp,0.84,-0.6,324,330
1.28,0.84,29,18,nsp,0.84,-0.48,330,330
1.28,0.88,29,19,nsp,0.84,-0.36,337,330
1.28,0.92,29,20,nsp,0.84,-0.24,344,330
1.32,0.72,30,15,nsp,0.96,-0.84,319,330
1.32,0.76,30,16,nsp,0.96,-0.72,323,330
1.32,0.8,30,17,nsp,0.96,-0.6,328,330
1.32,0.84,30,18,nsp,0.96,-0.48,333,330
1.32,0.88,30,19,nsp,0.96,-0.36,339,330
1.36,0.68,31,14,nsp,1.08,-0.96,318,330
1.36,0.72,31,15,nsp,1.08,-0.84,322,330
1.36,0.76,31,16,nsp,1.08,-0.72,326,330
1.36,0.8,31,17,nsp,1.08,-0.6,331,330
1.36,0.84,31,18,nsp,1.08,-0.48,336,330
1.36,0.88,31,19,nsp,1.08,-0.36,342,330
1.4,0.64,32,13,nsp,1.2,-1.08,318,330
1.4,0.68,32,14,nsp,1.2,-0.96,321,330
1.4,0.72,32,15,nsp,1.2,-0.84,325,330
1.4,0.76,32,16,nsp,1.2,-0.72,329,330
1.4,0.8,32,17,nsp,1.2,-0.6,333,330
1.4,0.84,32,18,nsp,1.2,-0.48,338,330
1.4,0.88,32,19,nsp,1.2,-0.36,343,330
1.44,0.6,33,12,nsp,1.32,-1.2,318,330
1.44,0.64,33,13,nsp,1.32,-1.08,321,330
1.44,0.68,33,14,nsp,1.32,-0.96,324,330
1.44,0.72,33,15,nsp,1.32,-0.84,328,330
1.44,0.76,33,16,nsp,1.32,-0.72,331,330
1.44,0.8,33,17,nsp,1.32,-0.6,336,330
1.44,0.84,33,18,nsp,1.32,-0.48,340,330
1.48,0.56,34,11,nsp,1.44,-1.32,317,330
1.48,0.6,34,12,nsp,1.44,-1.2,320,330
1.48,0.64,34,13,nsp,1.44,-1.08,323,330
1.48,0.68,34,14,nsp,1.44,-0.96,326,330
1.48,0.72,34,15,nsp,1.44,-0.84,330,330
1.48,0.76,34,16,nsp,1.44,-0.72,333,330
1.48,0.8,34,17,nsp,1.44,-0.6,337,330
1.48,0.84,34,18,nsp,1.44,-0.48,342,330
1.52,0.52,35,10,nsp,1.56,-1.44,317,330
1.52,0.56,35,11,nsp,1.56,-1.32,320,330
1.52,0.6,35,12,nsp,1.56,-1.2,322,330
1.52,0.64,35,13,nsp,1.56,-1.08,325,330
1.52,0.68,35,14,nsp,1.56,-0.96,328,330
1.52,0.72,35,15,nsp,1.56,-0.84,332,330
1.52,0.76,35,16,nsp,1.56,-0.72,335,330
1.52,0.8,35,17,nsp,1.56,-0.6,339,330
1.52,0.84,35,18,nsp,1.56,-0.48,343,330
1.56,0.48,36,9,sp,1.68,-1.56,317,330
1.56,0.52,36,10,sp,1.68,-1.44,319,330
1.56,0.56,36,11,nsp,1.68,-1.32,322,330
1.56,0.6,36,12,nsp,1.68,-1.2,324,330
1.56,0.64,36,13,nsp,1.68,-1.08,327,330
1.56,0.68,36,14,nsp,1.68,-0.96,330,330
1.56,0.72,36,15,nsp,1.68,-0.84,333,330
1.56,0.76,36,16,nsp,1.68,-0.72,337,330
1.56,0.8,36,17,nsp,1.68,-0.6,340,330
1.56,0.84,36,18,nsp,1.68,-0.48,344,330
1.6,0.44,37,8,sp,1.8,-1.68,317,330
1.6,0.48,37,9,sp,1.8,-1.56,319,330
1.6,0.52,37,10,sp,1.8,-1.44,321,330
1.6,0.56,37,11,sp,1.8,-1.32,324,330
1.6,0.6,37,12,sp,1.8,-1.2,326,330
1.6,0.64,37,13,nsp,1.8,-1.08,329,330
1.6,0.68,37,14,nsp,1.8,-0.96,332,330
1.6,0.72,37,15,nsp,1.8,-0.84,335,330
1.6,0.76,37,16,nsp,1.8,-0.72,338,330
1.6,0.8,37,17,nsp,1.8,-0.6,342,330
1.64,0.4,38,7,nsp,1.92,-1.8,317,330
1.64,0.44,38,8,sp,1.92,-1.68,319,330
1.64,0.48,38,9,sp,1.92,-1.56,321,330
1.64,0.52,38,10,sp,1.92,-1.44,323,330
1.64,0.56,38,11,sp,1.92,-1.32,325,330
1.64,0.6,38,12,sp,1.92,-1.2,328,330
1.64,0.64,38,13,sp,1.92,-1.08,331,330
1.64,0.68,38,14,nsp,1.92,-0.96,333,330
1.64,0.72,38,15,nsp,1.92,-0.84,336,330
1.64,0.76,38,16,nsp,1.92,-0.72,339,330
1.64,0.8,38,17,nsp,1.92,-0.6,343,330
