row,col,row_ith,col_ith,value,align_x,align_y,angle,ang_con
1.02,1,46,45,nsp,0.06,-4.44E-16,360,0
1.04,1,47,45,nsp,0.12,-4.44E-16,360,0
1.06,1,48,45,nsp,0.18,-4.44E-16,360,0
1.08,0.98,49,44,nsp,0.24,-0.06,346,0
1.08,1,49,45,nsp,0.24,-4.44E-16,360,0
1.08,1.02,49,46,nsp,0.24,0.06,14,0
1.1,0.98,50,44,nsp,0.3,-0.06,349,0
1.1,1,50,45,nsp,0.3,-4.44E-16,360,0
1.1,1.02,50,46,nsp,0.3,0.06,11,0
1.12,0.98,51,44,nsp,0.36,-0.06,351,0
1.12,1,51,45,nsp,0.36,-4.44E-16,360,0
1.12,1.02,51,46,nsp,0.36,0.06,9,0
1.14,0.98,52,44,nsp,0.42,-0.06,352,0
1.14,1,52,45,nsp,0.42,-4.44E-16,360,0
1.14,1.02,52,46,nsp,0.42,0.06,8,0
1.16,0.96,53,43,nsp,0.48,-0.12,346,0
1.16,0.98,53,44,nsp,0.48,-0.06,353,0
1.16,1,53,45,nsp,0.48,-4.44E-16,360,0
1.16,1.02,53,46,nsp,0.48,0.06,7,0
1.16,1.04,53,47,nsp,0.48,0.12,14,0
1.18,0.96,54,43,nsp,0.54,-0.12,347,0
1.18,0.98,54,44,nsp,0.54,-0.06,354,0
1.18,1,54,45,nsp,0.54,-4.44E-16,360,0
1.18,1.02,54,46,nsp,0.54,0.06,6,0
1.18,1.04,54,47,nsp,0.54,0.12,13,0
1.2,0.96,55,43,nsp,0.6,-0.12,349,0
1.2,0.98,55,44,nsp,0.6,-0.06,354,0
1.2,1,55,45,nsp,0.6,-4.44E-16,360,0
1.2,1.02,55,46,nsp,0.6,0.06,6,0
1.2,1.04,55,47,nsp,0.6,0.12,11,0
1.22,0.96,56,43,nsp,0.66,-0.12,350,0
1.22,0.98,56,44,nsp,0.66,-0.06,355,0
1.22,1,56,45,nsp,0.66,-4.44E-16,360,0
1.22,1.02,56,46,nsp,0.66,0.06,5,0
1.22,1.04,56,47,nsp,0.66,0.12,10,0
1.24,0.94,57,42,nsp,0.72,-0.18,346,0
1.24,0.96,57,43,nsp,0.72,-0.12,351,0
1.24,0.98,57,44,nsp,0.72,-0.06,355,0
1.24,1,57,45,nsp,0.72,-4.44E-16,360,0
1.24,1.02,57,46,nsp,0.72,0.06,5,0
1.24,1.04,57,47,nsp,0.72,0.12,9,0
1.24,1.06,57,48,nsp,0.72,0.18,14,0
1.26,0.94,58,42,nsp,0.78,-0.18,347,0
1.26,0.96,58,43,nsp,0.78,-0.12,351,0
1.26,0.98,58,44,nsp,0.78,-0.06,356,0
1.26,1,58,45,nsp,0.78,-4.44E-16,360,0
1.26,1.02,58,46,nsp,0.78,0.06,4,0
1.26,1.04,58,47,nsp,0.78,0.12,9,0
1.26,1.06,58,48,nsp,0.78,0.18,13,0
1.28,0.94,59,42,nsp,0.84,-0.18,348,0
1.28,0.96,59,43,nsp,0.84,-0.12,352,0
1.28,0.98,59,44,nsp,0.84,-0.06,356,0
1.28,1,59,45,nsp,0.84,-4.44E-16,360,0
1.28,1.02,59,46,nsp,0.84,0.06,4,0
1.28,1.04,59,47,nsp,0.84,0.12,8,0
1.28,1.06,59,48,nsp,0.84,0.18,12,0
1.3,0.94,60,42,nsp,0.9,-0.18,349,0
1.3,0.96,60,43,nsp,0.9,-0.12,352,0
1.3,0.98,60,44,nsp,0.9,-0.06,356,0
1.3,1,60,45,nsp,0.9,-4.44E-16,360,0
1.3,1.02,60,46,nsp,0.9,0.06,4,0
1.3,1.04,60,47,nsp,0.9,0.12,8,0
1.3,1.06,60,48,nsp,0.9,0.18,11,0
1.32,0.92,61,41,nsp,0.96,-0.24,346,0
1.32,0.94,61,42,nsp,0.96,-0.18,349,0
1.32,0.96,61,43,nsp,0.96,-0.12,353,0
1.32,0.98,61,44,nsp,0.96,-0.06,356,0
1.32,1,61,45,nsp,0.96,-4.44E-16,360,0
1.32,1.02,61,46,nsp,0.96,0.06,4,0
1.32,1.04,61,47,nsp,0.96,0.12,7,0
1.32,1.06,61,48,nsp,0.96,0.18,11,0
1.32,1.08,61,49,nsp,0.96,0.24,14,0
1.34,0.92,62,41,nsp,1.02,-0.24,347,0
1.34,0.94,62,42,nsp,1.02,-0.18,350,0
1.34,0.96,62,43,nsp,1.02,-0.12,353,0
1.34,0.98,62,44,nsp,1.02,-0.06,357,0
1.34,1,62,45,nsp,1.02,-4.44E-16,360,0
1.34,1.02,62,46,nsp,1.02,0.06,3,0
1.34,1.04,62,47,nsp,1.02,0.12,7,0
1.34,1.06,62,48,nsp,1.02,0.18,10,0
1.34,1.08,62,49,nsp,1.02,0.24,13,0
1.36,0.92,63,41,nsp,1.08,-0.24,347,0
1.36,0.94,63,42,nsp,1.08,-0.18,351,0
1.36,0.96,63,43,nsp,1.08,-0.12,354,0
1.36,0.98,63,44,nsp,1.08,-0.06,357,0
1.36,1,63,45,nsp,1.08,-4.44E-16,360,0
1.36,1.02,63,46,nsp,1.08,0.06,3,0
1.36,1.04,63,47,nsp,1.08,0.12,6,0
1.36,1.06,63,48,nsp,1.08,0.18,9,0
1.36,1.08,63,49,nsp,1.08,0.24,13,0
1.38,0.92,64,41,nsp,1.14,-0.24,348,0
1.38,0.94,64,42,nsp,1.14,-0.18,351,0
1.38,0.96,64,43,nsp,1.14,-0.12,354,0
1.38,0.98,64,44,nsp,1.14,-0.06,357,0
1.38,1,64,45,nsp,1.14,-4.44E-16,360,0
1.38,1.02,64,46,nsp,1.14,0.06,3,0
1.38,1.04,64,47,nsp,1.14,0.12,6,0
1.38,1.06,64,48,nsp,1.14,0.18,9,0
1.38,1.08,64,49,nsp,1.14,0.24,12,0
1.4,0.9,65,40,nsp,1.2,-0.3,346,0
1.4,0.92,65,41,nsp,1.2,-0.24,349,0
1.4,0.94,65,42,nsp,1.2,-0.18,351,0
1.4,0.96,65,43,nsp,1.2,-0.12,354,0
1.4,0.98,65,44,nsp,1.2,-0.06,357,0
1.4,1,65,45,nsp,1.2,-4.44E-16,360,0
1.4,1.02,65,46,nsp,1.2,0.06,3,0
1.4,1.04,65,47,nsp,1.2,0.12,6,0
1.4,1.06,65,48,nsp,1.2,0.18,9,0
1.4,1.08,65,49,nsp,1.2,0.24,11,0
1.4,1.1,65,50,nsp,1.2,0.3,14,0
1.42,0.9,66,40,nsp,1.26,-0.3,347,0
1.42,0.92,66,41,nsp,1.26,-0.24,349,0
1.42,0.94,66,42,nsp,1.26,-0.18,352,0
1.42,0.96,66,43,nsp,1.26,-0.12,355,0
1.42,0.98,66,44,nsp,1.26,-0.06,357,0
1.42,1,66,45,nsp,1.26,-4.44E-16,360,0
1.42,1.02,66,46,nsp,1.26,0.06,3,0
1.42,1.04,66,47,nsp,1.26,0.12,5,0
1.42,1.06,66,48,nsp,1.26,0.18,8,0
1.42,1.08,66,49,nsp,1.26,0.24,11,0
1.42,1.1,66,50,nsp,1.26,0.3,13,0
1.44,0.9,67,40,nsp,1.32,-0.3,347,0
1.44,0.92,67,41,nsp,1.32,-0.24,350,0
1.44,0.94,67,42,nsp,1.32,-0.18,352,0
1.44,0.96,67,43,nsp,1.32,-0.12,355,0
1.44,0.98,67,44,nsp,1.32,-0.06,357,0
1.44,1,67,45,nsp,1.32,-4.44E-16,360,0
1.44,1.02,67,46,nsp,1.32,0.06,3,0
1.44,1.04,67,47,nsp,1.32,0.12,5,0
1.44,1.06,67,48,nsp,1.32,0.18,8,0
1.44,1.08,67,49,nsp,1.32,0.24,10,0
1.44,1.1,67,50,nsp,1.32,0.3,13,0
1.46,0.9,68,40,nsp,1.38,-0.3,348,0
1.46,0.92,68,41,nsp,1.38,-0.24,350,0
1.46,0.94,68,42,nsp,1.38,-0.18,353,0
1.46,0.96,68,43,nsp,1.38,-0.12,355,0
1.46,0.98,68,44,nsp,1.38,-0.06,358,0
1.46,1,68,45,nsp,1.38,-4.44E-16,360,0
1.46,1.02,68,46,nsp,1.38,0.06,2,0
1.46,1.04,68,47,nsp,1.38,0.12,5,0
1.46,1.06,68,48,nsp,1.38,0.18,7,0
1.46,1.08,68,49,nsp,1.38,0.24,10,0
1.46,1.1,68,50,nsp,1.38,0.3,12,0
1.48,0.88,69,39,nsp,1.44,-0.36,346,0
1.48,0.9,69,40,nsp,1.44,-0.3,348,0
1.48,0.92,69,41,nsp,1.44,-0.24,351,0
1.48,0.94,69,42,nsp,1.44,-0.18,353,0
1.48,0.96,69,43,nsp,1.44,-0.12,355,0
1.48,0.98,69,44,nsp,1.44,-0.06,358,0
1.48,1,69,45,nsp,1.44,-4.44E-16,360,0
1.48,1.02,69,46,nsp,1.44,0.06,2,0
1.48,1.04,69,47,nsp,1.44,0.12,5,0
1.48,1.06,69,48,nsp,1.44,0.18,7,0
1.48,1.08,69,49,nsp,1.44,0.24,9,0
1.48,1.1,69,50,nsp,1.44,0.3,12,0
1.48,1.12,69,51,nsp,1.44,0.36,14,0
1.5,0.88,70,39,nsp,1.5,-0.36,347,0
1.5,0.9,70,40,nsp,1.5,-0.3,349,0
1.5,0.92,70,41,nsp,1.5,-0.24,351,0
1.5,0.94,70,42,nsp,1.5,-0.18,353,0
1.5,0.96,70,43,nsp,1.5,-0.12,355,0
1.5,0.98,70,44,nsp,1.5,-0.06,358,0
1.5,1,70,45,nsp,1.5,-4.44E-16,360,0
1.5,1.02,70,46,nsp,1.5,0.06,2,0
1.5,1.04,70,47,nsp,1.5,0.12,5,0
1.5,1.06,70,48,nsp,1.5,0.18,7,0
1.5,1.08,70,49,nsp,1.5,0.24,9,0
1.5,1.1,70,50,nsp,1.5,0.3,11,0
1.5,1.12,70,51,nsp,1.5,0.36,13,0
1.52,0.88,71,39,nsp,1.56,-0.36,347,0
1.52,0.9,71,40,nsp,1.56,-0.3,349,0
1.52,0.92,71,41,nsp,1.56,-0.24,351,0
1.52,0.94,71,42,nsp,1.56,-0.18,353,0
1.52,0.96,71,43,nsp,1.56,-0.12,356,0
1.52,0.98,71,44,nsp,1.56,-0.06,358,0
1.52,1,71,45,nsp,1.56,-4.44E-16,360,0
1.52,1.02,71,46,nsp,1.56,0.06,2,0
1.52,1.04,71,47,nsp,1.56,0.12,4,0
1.52,1.06,71,48,nsp,1.56,0.18,7,0
1.52,1.08,71,49,nsp,1.56,0.24,9,0
1.52,1.1,71,50,nsp,1.56,0.3,11,0
1.52,1.12,71,51,nsp,1.56,0.36,13,0
1.54,0.88,72,39,nsp,1.62,-0.36,347,0
1.54,0.9,72,40,nsp,1.62,-0.3,350,0
1.54,0.92,72,41,nsp,1.62,-0.24,352,0
1.54,0.94,72,42,nsp,1.62,-0.18,354,0
1.54,0.96,72,43,nsp,1.62,-0.12,356,0
1.54,0.98,72,44,nsp,1.62,-0.06,358,0
1.54,1,72,45,nsp,1.62,-4.44E-16,360,0
1.54,1.02,72,46,nsp,1.62,0.06,2,0
1.54,1.04,72,47,nsp,1.62,0.12,4,0
1.54,1.06,72,48,nsp,1.62,0.18,6,0
1.54,1.08,72,49,nsp,1.62,0.24,8,0
1.54,1.1,72,50,nsp,1.62,0.3,10,0
1.54,1.12,72,51,nsp,1.62,0.36,13,0
1.56,0.86,73,38,nsp,1.68,-0.42,346,0
1.56,0.88,73,39,nsp,1.68,-0.36,348,0
1.56,0.9,73,40,nsp,1.68,-0.3,350,0
1.56,0.92,73,41,nsp,1.68,-0.24,352,0
1.56,0.94,73,42,nsp,1.68,-0.18,354,0
1.56,0.96,73,43,nsp,1.68,-0.12,356,0
1.56,0.98,73,44,nsp,1.68,-0.06,358,0
1.56,1,73,45,nsp,1.68,-4.44E-16,360,0
1.56,1.02,73,46,nsp,1.68,0.06,2,0
1.56,1.04,73,47,nsp,1.68,0.12,4,0
1.56,1.06,73,48,nsp,1.68,0.18,6,0
1.56,1.08,73,49,nsp,1.68,0.24,8,0
1.56,1.1,73,50,nsp,1.68,0.3,10,0
1.56,1.12,73,51,nsp,1.68,0.36,12,0
1.56,1.14,73,52,nsp,1.68,0.42,14,0
1.58,0.86,74,38,nsp,1.74,-0.42,346,0
1.58,0.88,74,39,nsp,1.74,-0.36,348,0
1.58,0.9,74,40,nsp,1.74,-0.3,350,0
1.58,0.92,74,41,nsp,1.74,-0.24,352,0
1.58,0.94,74,42,nsp,1.74,-0.18,354,0
1.58,0.96,74,43,nsp,1.74,-0.12,356,0
1.58,0.98,74,44,nsp,1.74,-0.06,358,0
1.58,1,74,45,nsp,1.74,-4.44E-16,360,0
1.58,1.02,74,46,nsp,1.74,0.06,2,0
1.58,1.04,74,47,nsp,1.74,0.12,4,0
1.58,1.06,74,48,nsp,1.74,0.18,6,0
1.58,1.08,74,49,nsp,1.74,0.24,8,0
1.58,1.1,74,50,nsp,1.74,0.3,10,0
1.58,1.12,74,51,nsp,1.74,0.36,12,0
1.58,1.14,74,52,nsp,1.74,0.42,14,0
1.6,0.86,75,38,nsp,1.8,-0.42,347,0
1.6,0.88,75,39,nsp,1.8,-0.36,349,0
1.6,0.9,75,40,nsp,1.8,-0.3,351,0
1.6,0.92,75,41,nsp,1.8,-0.24,352,0
1.6,0.94,75,42,nsp,1.8,-0.18,354,0
1.6,0.96,75,43,nsp,1.8,-0.12,356,0
1.6,0.98,75,44,nsp,1.8,-0.06,358,0
1.6,1,75,45,nsp,1.8,-4.44E-16,360,0
1.6,1.02,75,46,nsp,1.8,0.06,2,0
1.6,1.04,75,47,nsp,1.8,0.12,4,0
1.6,1.06,75,48,nsp,1.8,0.18,6,0
1.6,1.08,75,49,nsp,1.8,0.24,8,0
1.6,1.1,75,50,nsp,1.8,0.3,9,0
1.6,1.12,75,51,nsp,1.8,0.36,11,0
1.6,1.14,75,52,nsp,1.8,0.42,13,0
1.62,0.84,76,37,nsp,1.86,-0.48,346,0
1.62,0.86,76,38,nsp,1.86,-0.42,347,0
1.62,0.88,76,39,nsp,1.86,-0.36,349,0
1.62,0.9,76,40,nsp,1.86,-0.3,351,0
1.62,0.92,76,41,nsp,1.86,-0.24,353,0
1.62,0.94,76,42,nsp,1.86,-0.18,354,0
1.62,0.96,76,43,nsp,1.86,-0.12,356,0
1.62,0.98,76,44,nsp,1.86,-0.06,358,0
1.62,1,76,45,nsp,1.86,-4.44E-16,360,0
1.62,1.02,76,46,nsp,1.86,0.06,2,0
1.62,1.04,76,47,nsp,1.86,0.12,4,0
1.62,1.06,76,48,nsp,1.86,0.18,6,0
1.62,1.08,76,49,nsp,1.86,0.24,7,0
1.62,1.1,76,50,nsp,1.86,0.3,9,0
1.62,1.12,76,51,nsp,1.86,0.36,11,0
1.62,1.14,76,52,nsp,1.86,0.42,13,0
1.62,1.16,76,53,nsp,1.86,0.48,14,0
1.64,0.84,77,37,nsp,1.92,-0.48,346,0
1.64,0.86,77,38,nsp,1.92,-0.42,348,0
1.64,0.88,77,39,nsp,1.92,-0.36,349,0
1.64,0.9,77,40,nsp,1.92,-0.3,351,0
1.64,0.92,77,41,nsp,1.92,-0.24,353,0
1.64,0.94,77,42,nsp,1.92,-0.18,355,0
1.64,0.96,77,43,nsp,1.92,-0.12,356,0
1.64,0.98,77,44,nsp,1.92,-0.06,358,0
1.64,1,77,45,nsp,1.92,-4.44E-16,360,0
1.64,1.02,77,46,nsp,1.92,0.06,2,0
1.64,1.04,77,47,nsp,1.92,0.12,4,0
1.64,1.06,77,48,nsp,1.92,0.18,5,0
1.64,1.08,77,49,nsp,1.92,0.24,7,0
1.64,1.1,77,50,nsp,1.92,0.3,9,0
1.64,1.12,77,51,nsp,1.92,0.36,11,0
1.64,1.14,77,52,nsp,1.92,0.42,12,0
1.64,1.16,77,53,nsp,1.92,0.48,14,0
1.66,0.84,78,37,nsp,1.98,-0.48,346,0
1.66,0.86,78,38,nsp,1.98,-0.42,348,0
1.66,0.88,78,39,nsp,1.98,-0.36,350,0
1.66,0.9,78,40,nsp,1.98,-0.3,351,0
1.66,0.92,78,41,nsp,1.98,-0.24,353,0
1.66,0.94,78,42,nsp,1.98,-0.18,355,0
1.66,0.96,78,43,nsp,1.98,-0.12,357,0
1.66,0.98,78,44,nsp,1.98,-0.06,358,0
1.66,1,78,45,nsp,1.98,-4.44E-16,360,0
1.66,1.02,78,46,nsp,1.98,0.06,2,0
1.66,1.04,78,47,nsp,1.98,0.12,3,0
1.66,1.06,78,48,nsp,1.98,0.18,5,0
1.66,1.08,78,49,nsp,1.98,0.24,7,0
1.66,1.1,78,50,nsp,1.98,0.3,9,0
1.66,1.12,78,51,nsp,1.98,0.36,10,0
1.66,1.14,78,52,nsp,1.98,0.42,12,0
1.66,1.16,78,53,nsp,1.98,0.48,14,0
1.68,0.84,79,37,nsp,2.04,-0.48,347,0
1.68,0.86,79,38,nsp,2.04,-0.42,348,0
1.68,0.88,79,39,nsp,2.04,-0.36,350,0
1.68,0.9,79,40,nsp,2.04,-0.3,352,0
1.68,0.92,79,41,nsp,2.04,-0.24,353,0
1.68,0.94,79,42,nsp,2.04,-0.18,355,0
1.68,0.96,79,43,nsp,2.04,-0.12,357,0
1.68,0.98,79,44,nsp,2.04,-0.06,358,0
1.68,1,79,45,nsp,2.04,-4.44E-16,360,0
1.68,1.02,79,46,nsp,2.04,0.06,2,0
1.68,1.04,79,47,nsp,2.04,0.12,3,0
1.68,1.06,79,48,nsp,2.04,0.18,5,0
1.68,1.08,79,49,nsp,2.04,0.24,7,0
1.68,1.1,79,50,nsp,2.04,0.3,8,0
1.68,1.12,79,51,nsp,2.04,0.36,10,0
1.68,1.14,79,52,nsp,2.04,0.42,12,0
1.68,1.16,79,53,nsp,2.04,0.48,13,0
1.7,0.82,80,36,nsp,2.1,-0.54,346,0
1.7,0.84,80,37,nsp,2.1,-0.48,347,0
1.7,0.86,80,38,nsp,2.1,-0.42,349,0
1.7,0.88,80,39,nsp,2.1,-0.36,350,0
1.7,0.9,80,40,nsp,2.1,-0.3,352,0
1.7,0.92,80,41,nsp,2.1,-0.24,353,0
1.7,0.94,80,42,nsp,2.1,-0.18,355,0
1.7,0.96,80,43,nsp,2.1,-0.12,357,0
1.7,0.98,80,44,nsp,2.1,-0.06,358,0
1.7,1,80,45,nsp,2.1,-4.44E-16,360,0
1.7,1.02,80,46,nsp,2.1,0.06,2,0
1.7,1.04,80,47,nsp,2.1,0.12,3,0
1.7,1.06,80,48,nsp,2.1,0.18,5,0
1.7,1.08,80,49,nsp,2.1,0.24,7,0
1.7,1.1,80,50,nsp,2.1,0.3,8,0
1.7,1.12,80,51,nsp,2.1,0.36,10,0
1.7,1.14,80,52,nsp,2.1,0.42,11,0
1.7,1.16,80,53,nsp,2.1,0.48,13,0
1.7,1.18,80,54,nsp,2.1,0.54,14,0
1.72,0.82,81,36,nsp,2.16,-0.54,346,0
1.72,0.84,81,37,nsp,2.16,-0.48,347,0
1.72,0.86,81,38,nsp,2.16,-0.42,349,0
1.72,0.88,81,39,nsp,2.16,-0.36,351,0
1.72,0.9,81,40,nsp,2.16,-0.3,352,0
1.72,0.92,81,41,nsp,2.16,-0.24,354,0
1.72,0.94,81,42,nsp,2.16,-0.18,355,0
1.72,0.96,81,43,nsp,2.16,-0.12,357,0
1.72,0.98,81,44,nsp,2.16,-0.06,358,0
1.72,1,81,45,nsp,2.16,-4.44E-16,360,0
1.72,1.02,81,46,nsp,2.16,0.06,2,0
1.72,1.04,81,47,nsp,2.16,0.12,3,0
1.72,1.06,81,48,nsp,2.16,0.18,5,0
1.72,1.08,81,49,nsp,2.16,0.24,6,0
1.72,1.1,81,50,nsp,2.16,0.3,8,0
1.72,1.12,81,51,nsp,2.16,0.36,9,0
1.72,1.14,81,52,nsp,2.16,0.42,11,0
1.72,1.16,81,53,nsp,2.16,0.48,13,0
1.72,1.18,81,54,nsp,2.16,0.54,14,0
1.74,0.82,82,36,nsp,2.22,-0.54,346,0
1.74,0.84,82,37,nsp,2.22,-0.48,348,0
1.74,0.86,82,38,nsp,2.22,-0.42,349,0
1.74,0.88,82,39,nsp,2.22,-0.36,351,0
1.74,0.9,82,40,nsp,2.22,-0.3,352,0
1.74,0.92,82,41,nsp,2.22,-0.24,354,0
1.74,0.94,82,42,nsp,2.22,-0.18,355,0
1.74,0.96,82,43,nsp,2.22,-0.12,357,0
1.74,0.98,82,44,nsp,2.22,-0.06,358,0
1.74,1,82,45,nsp,2.22,-4.44E-16,360,0
1.74,1.02,82,46,nsp,2.22,0.06,2,0
1.74,1.04,82,47,nsp,2.22,0.12,3,0
1.74,1.06,82,48,nsp,2.22,0.18,5,0
1.74,1.08,82,49,nsp,2.22,0.24,6,0
1.74,1.1,82,50,nsp,2.22,0.3,8,0
1.74,1.12,82,51,nsp,2.22,0.36,9,0
1.74,1.14,82,52,nsp,2.22,0.42,11,0
1.74,1.16,82,53,nsp,2.22,0.48,12,0
1.74,1.18,82,54,nsp,2.22,0.54,14,0
1.76,0.82,83,36,nsp,2.28,-0.54,347,0
1.76,0.84,83,37,nsp,2.28,-0.48,348,0
1.76,0.86,83,38,nsp,2.28,-0.42,350,0
1.76,0.88,83,39,nsp,2.28,-0.36,351,0
1.76,0.9,83,40,nsp,2.28,-0.3,353,0
1.76,0.92,83,41,nsp,2.28,-0.24,354,0
1.76,0.94,83,42,nsp,2.28,-0.18,355,0
1.76,0.96,83,43,nsp,2.28,-0.12,357,0
1.76,0.98,83,44,nsp,2.28,-0.06,358,0
1.76,1,83,45,nsp,2.28,-4.44E-16,360,0
1.76,1.02,83,46,nsp,2.28,0.06,2,0
1.76,1.04,83,47,nsp,2.28,0.12,3,0
1.76,1.06,83,48,nsp,2.28,0.18,5,0
1.76,1.08,83,49,nsp,2.28,0.24,6,0
1.76,1.1,83,50,nsp,2.28,0.3,7,0
1.76,1.12,83,51,nsp,2.28,0.36,9,0
1.76,1.14,83,52,nsp,2.28,0.42,10,0
1.76,1.16,83,53,nsp,2.28,0.48,12,0
1.76,1.18,83,54,nsp,2.28,0.54,13,0
1.78,0.8,84,35,nsp,2.34,-0.6,346,0
1.78,0.82,84,36,nsp,2.34,-0.54,347,0
1.78,0.84,84,37,nsp,2.34,-0.48,348,0
1.78,0.86,84,38,nsp,2.34,-0.42,350,0
1.78,0.88,84,39,nsp,2.34,-0.36,351,0
1.78,0.9,84,40,nsp,2.34,-0.3,353,0
1.78,0.92,84,41,nsp,2.34,-0.24,354,0
1.78,0.94,84,42,nsp,2.34,-0.18,356,0
1.78,0.96,84,43,nsp,2.34,-0.12,357,0
1.78,0.98,84,44,nsp,2.34,-0.06,359,0
1.78,1,84,45,nsp,2.34,-4.44E-16,360,0
1.78,1.02,84,46,nsp,2.34,0.06,1,0
1.78,1.04,84,47,nsp,2.34,0.12,3,0
1.78,1.06,84,48,nsp,2.34,0.18,4,0
1.78,1.08,84,49,nsp,2.34,0.24,6,0
1.78,1.1,84,50,nsp,2.34,0.3,7,0
1.78,1.12,84,51,nsp,2.34,0.36,9,0
1.78,1.14,84,52,nsp,2.34,0.42,10,0
1.78,1.16,84,53,nsp,2.34,0.48,12,0
1.78,1.18,84,54,nsp,2.34,0.54,13,0
1.78,1.2,84,55,nsp,2.34,0.6,14,0
1.8,0.8,85,35,nsp,2.4,-0.6,346,0
1.8,0.82,85,36,nsp,2.4,-0.54,347,0
1.8,0.84,85,37,nsp,2.4,-0.48,349,0
1.8,0.86,85,38,nsp,2.4,-0.42,350,0
1.8,0.88,85,39,nsp,2.4,-0.36,351,0
1.8,0.9,85,40,nsp,2.4,-0.3,353,0
1.8,0.92,85,41,nsp,2.4,-0.24,354,0
1.8,0.94,85,42,nsp,2.4,-0.18,356,0
1.8,0.96,85,43,nsp,2.4,-0.12,357,0
1.8,0.98,85,44,nsp,2.4,-0.06,359,0
1.8,1,85,45,nsp,2.4,-4.44E-16,360,0
1.8,1.02,85,46,nsp,2.4,0.06,1,0
1.8,1.04,85,47,nsp,2.4,0.12,3,0
1.8,1.06,85,48,nsp,2.4,0.18,4,0
1.8,1.08,85,49,nsp,2.4,0.24,6,0
1.8,1.1,85,50,nsp,2.4,0.3,7,0
1.8,1.12,85,51,nsp,2.4,0.36,9,0
1.8,1.14,85,52,nsp,2.4,0.42,10,0
1.8,1.16,85,53,nsp,2.4,0.48,11,0
1.8,1.18,85,54,nsp,2.4,0.54,13,0
1.8,1.2,85,55,nsp,2.4,0.6,14,0
1.82,0.8,86,35,nsp,2.46,-0.6,346,0
1.82,0.82,86,36,nsp,2.46,-0.54,348,0
1.82,0.84,86,37,nsp,2.46,-0.48,349,0
1.82,0.86,86,38,nsp,2.46,-0.42,350,0
1.82,0.88,86,39,nsp,2.46,-0.36,352,0
1.82,0.9,86,40,nsp,2.46,-0.3,353,0
1.82,0.92,86,41,nsp,2.46,-0.24,354,0
1.82,0.94,86,42,nsp,2.46,-0.18,356,0
1.82,0.96,86,43,nsp,2.46,-0.12,357,0
1.82,0.98,86,44,nsp,2.46,-0.06,359,0
1.82,1,86,45,nsp,2.46,-4.44E-16,360,0
1.82,1.02,86,46,nsp,2.46,0.06,1,0
1.82,1.04,86,47,nsp,2.46,0.12,3,0
1.82,1.06,86,48,nsp,2.46,0.18,4,0
1.82,1.08,86,49,nsp,2.46,0.24,6,0
1.82,1.1,86,50,nsp,2.46,0.3,7,0
1.82,1.12,86,51,nsp,2.46,0.36,8,0
1.82,1.14,86,52,nsp,2.46,0.42,10,0
1.82,1.16,86,53,nsp,2.46,0.48,11,0
1.82,1.18,86,54,nsp,2.46,0.54,12,0
1.82,1.2,86,55,nsp,2.46,0.6,14,0
1.84,0.8,87,35,sp,2.52,-0.6,347,0
1.84,0.82,87,36,sp,2.52,-0.54,348,0
1.84,0.84,87,37,sp,2.52,-0.48,349,0
1.84,0.86,87,38,nsp,2.52,-0.42,351,0
1.84,0.88,87,39,nsp,2.52,-0.36,352,0
1.84,0.9,87,40,nsp,2.52,-0.3,353,0
1.84,0.92,87,41,nsp,2.52,-0.24,355,0
1.84,0.94,87,42,nsp,2.52,-0.18,356,0
1.84,0.96,87,43,nsp,2.52,-0.12,357,0
1.84,0.98,87,44,nsp,2.52,-0.06,359,0
1.84,1,87,45,nsp,2.52,-4.44E-16,360,0
1.84,1.02,87,46,nsp,2.52,0.06,1,0
1.84,1.04,87,47,nsp,2.52,0.12,3,0
1.84,1.06,87,48,nsp,2.52,0.18,4,0
1.84,1.08,87,49,nsp,2.52,0.24,5,0
1.84,1.1,87,50,nsp,2.52,0.3,7,0
1.84,1.12,87,51,nsp,2.52,0.36,8,0
1.84,1.14,87,52,nsp,2.52,0.42,9,0
1.84,1.16,87,53,sp,2.52,0.48,11,0
1.84,1.18,87,54,sp,2.52,0.54,12,0
1.84,1.2,87,55,sp,2.52,0.6,13,0
1.86,0.78,88,34,sp,2.58,-0.66,346,0
1.86,0.8,88,35,sp,2.58,-0.6,347,0
1.86,0.82,88,36,sp,2.58,-0.54,348,0
1.86,0.84,88,37,sp,2.58,-0.48,349,0
1.86,0.86,88,38,sp,2.58,-0.42,351,0
1.86,0.88,88,39,sp,2.58,-0.36,352,0
1.86,0.9,88,40,sp,2.58,-0.3,353,0
1.86,0.92,88,41,sp,2.58,-0.24,355,0
1.86,0.94,88,42,sp,2.58,-0.18,356,0
1.86,0.96,88,43,sp,2.58,-0.12,357,0
1.86,0.98,88,44,sp,2.58,-0.06,359,0
1.86,1,88,45,sp,2.58,-4.44E-16,360,0
1.86,1.02,88,46,sp,2.58,0.06,1,0
1.86,1.04,88,47,sp,2.58,0.12,3,0
1.86,1.06,88,48,sp,2.58,0.18,4,0
1.86,1.08,88,49,sp,2.58,0.24,5,0
1.86,1.1,88,50,sp,2.58,0.3,7,0
1.86,1.12,88,51,sp,2.58,0.36,8,0
1.86,1.14,88,52,sp,2.58,0.42,9,0
1.86,1.16,88,53,sp,2.58,0.48,11,0
